mem_inst_retired.all_loads,mem_inst_retired.all_stores,mem_inst_retired.any,mem_inst_retired.lock_loads,mem_inst_retired.split_loads,mem_inst_retired.split_stores,mem_inst_retired.stlb_miss_loads,mem_inst_retired.stlb_miss_stores,mem_load_completed.l1_miss_any,mem_load_l3_hit_retired.xsnp_fwd,mem_load_l3_hit_retired.xsnp_miss,mem_load_l3_hit_retired.xsnp_no_fwd,mem_load_l3_hit_retired.xsnp_none,mem_load_l3_miss_retired.local_dram,mem_load_l3_miss_retired.remote_dram,mem_load_l3_miss_retired.remote_fwd,mem_load_l3_miss_retired.remote_hitm,mem_load_l3_miss_retired.remote_pmm,mem_load_misc_retired.uc,mem_load_retired.fb_hit,mem_load_retired.l1_hit,mem_load_retired.l1_miss,mem_load_retired.l2_hit,mem_load_retired.l2_miss,mem_load_retired.l3_hit,mem_load_retired.l3_miss,mem_load_retired.local_pmm,mem_store_retired.l2_hit,mem_uop_retired.any,longest_lat_cache.miss
4780591,2603481,7225546,71478,10148,3431,0,0,257836,119,0,0,0,0,0,0,0,0,0,84882,4606768,150362,154090,248,22,0,0,20807,7877729,0
4771170,2608494,7243825,71699,10161,3424,0,0,262347,314,0,255,7,0,0,0,0,0,0,90915,4601076,154297,157027,360,0,0,0,18250,7797811,4
4793454,2873808,8039496,93698,10003,3390,0,0,254461,181,0,143,0,0,0,0,0,0,0,94467,4611685,150074,154269,420,44,0,0,20404,7872112,14
5912344,3128891,8040122,93852,10105,3408,0,0,263466,82,0,203,7,0,0,0,0,0,0,93163,4610735,151549,153949,112,22,0,0,19698,9038673,9
4789974,2607140,7239940,71603,10132,3397,0,0,261816,188,0,187,0,0,0,0,0,0,0,94119,5456980,157718,156670,457,37,0,0,18229,7880077,9
4753678,2599174,7213903,71348,10162,3414,0,0,255825,0,0,0,0,0,0,0,0,0,0,95330,4609945,151925,155530,112,22,0,0,21418,7842725,9
4790387,2613528,7257571,71590,10152,3446,0,0,260695,0,0,75,30,0,0,0,0,0,0,88310,4633259,154616,157203,0,29,0,0,19335,7848562,0
4797845,2617217,8052573,93886,10120,3453,0,0,263622,157,0,0,7,0,0,0,0,0,0,85932,4623239,152872,155886,248,67,0,0,21060,7897296,0
5918435,3129446,8844018,93746,10145,3424,0,0,266023,7,0,15,0,0,0,0,0,0,0,94684,4587224,158534,160780,209,37,7,0,21709,9849565,34
5347950,2612688,7253104,71742,10149,3425,0,0,256188,0,0,75,74,0,0,0,0,0,0,90486,5381322,153852,161649,519,104,0,0,20248,9789819,89
4795190,2604996,7228872,71509,10124,3424,0,0,262380,60,0,0,0,0,0,0,0,0,0,89329,5489784,157926,159061,292,29,0,0,21237,7871222,4
4780082,2600959,7214794,71364,10114,3402,30,0,249872,217,7,307,307,0,0,0,0,0,0,195410,8217202,310231,251161,13252,223,0,0,20246,7923592,29
4804909,2616451,7263545,71847,10099,3425,0,0,263345,75,0,7,0,0,0,0,0,0,0,92453,4651273,154273,154876,412,29,0,0,17851,7880591,0
5324085,2856634,8763481,114772,10079,3409,0,0,257923,293,0,397,60,0,0,0,0,0,0,96267,4596811,152611,153129,262,14,0,0,19950,7847674,0
5375806,2877149,8063176,71541,10137,3440,0,0,261786,112,0,209,0,0,0,0,0,0,0,82269,4632099,150805,155831,502,37,0,0,19631,9879521,0
4787987,2609614,7232969,71625,10122,3418,0,0,256137,134,0,226,0,0,0,0,0,0,0,100041,6213465,159221,160992,381,0,0,0,18645,7887011,0
4777581,2603085,7213572,71455,10091,3400,0,0,265495,321,0,405,0,0,0,0,0,0,0,85389,4630179,149985,152576,330,0,0,0,19487,7883967,14
4741649,2593282,7213811,71671,10154,3428,0,0,262287,150,0,217,7,0,0,0,0,0,0,90679,4577452,155186,158185,369,0,0,0,19843,7804369,0
4788950,2859653,8012955,93570,9922,3438,7,0,252430,0,0,14,0,0,0,0,0,0,0,80903,4632288,150734,155022,360,0,0,0,18785,7872960,0
5881094,3110628,7992780,92828,10167,3423,0,0,262677,172,0,201,0,0,0,0,0,0,0,89107,4600430,152939,156141,459,0,0,0,17809,9813772,4
4783923,2601120,7218605,71408,10172,3430,0,0,264267,135,0,172,82,0,0,0,0,0,0,83465,5392692,155834,158939,300,0,0,0,19033,7853298,0
4790632,2611048,7247874,71624,10125,3400,0,0,259046,0,0,60,37,0,0,0,0,0,0,95940,4590519,153588,157492,90,0,0,0,18071,7882027,19
4776161,2600987,7235203,71778,10150,3431,0,0,260821,0,0,0,0,0,0,0,0,0,0,91437,4635366,157124,159134,112,45,0,0,18851,7853087,9
4778879,2605707,7226400,93580,10068,3393,0,0,255260,105,0,187,0,0,0,0,0,0,0,90397,4575035,154501,156718,149,22,0,0,18988,7847391,5
5342287,3121315,8850787,116222,10029,3445,22,0,258388,52,0,128,45,0,0,0,0,0,0,96756,4636529,153089,156069,74,15,0,0,16454,8841797,39
5350252,2862821,7221667,71507,10165,3439,0,0,252675,0,0,52,0,0,0,0,0,0,0,84626,4627086,154257,156199,255,45,0,0,19499,8853465,4
4792469,2604514,7242299,71452,10174,3428,0,0,252290,0,0,15,22,0,0,0,0,0,0,88440,5459272,149941,150054,0,0,0,0,22325,7888671,49
4787514,2598570,7222311,71295,10106,3439,29,0,256860,247,0,262,0,0,0,0,0,0,0,83098,4619655,147068,151601,360,30,0,0,20594,7875987,0
6767692,4024351,11821446,126909,11747,4699,15,0,266902,112,0,14,7,0,0,0,0,0,0,82468,4583632,149951,152309,271,37,0,0,22130,8970897,114
5326619,2855389,8019936,116102,10129,3454,0,0,267615,194,0,232,0,0,0,0,0,0,0,88265,4629322,153098,155986,0,0,0,0,21623,7806721,4
5896156,2850156,7989849,92851,10016,3391,0,0,255586,89,0,7,15,0,0,0,0,0,0,86769,4625866,151970,151850,383,60,0,0,21319,9846530,0
4757056,2602201,7207156,71192,10095,3393,0,0,256063,135,0,37,0,0,0,0,0,0,0,96445,6203485,157899,157413,0,0,0,0,21990,7854679,0
4788522,2599555,7225477,71432,10084,3404,0,0,250282,285,0,195,0,0,0,0,0,0,0,96182,4612199,147491,151756,74,0,0,0,22268,7872281,0
4786957,2606257,7243668,71655,10175,3432,0,0,265692,59,0,195,30,0,0,0,0,0,0,83277,4646043,151105,153719,150,22,0,0,21217,7905613,0
4775207,2603762,7777980,92398,10156,3423,0,0,269851,0,0,30,29,0,0,0,0,0,0,81539,4632534,147887,153962,382,97,0,0,21912,7852056,9
6421850,3111450,8796796,93860,10202,3416,0,0,260330,135,0,157,45,0,0,0,0,0,0,91768,4618376,155487,156673,97,0,0,0,20917,9778380,24
4766222,2598771,7229162,71812,10166,3430,0,0,254963,360,0,390,60,0,0,0,0,0,0,81637,5484271,153163,157693,561,82,0,0,19780,7818254,4
4763060,2603717,7245544,72073,10222,3441,0,0,266358,0,0,0,0,0,0,0,0,0,0,106444,5452615,149477,150909,368,0,0,0,20759,7815716,0
4796993,2614320,7255981,71988,10193,3454,0,0,269270,142,0,0,0,0,0,0,0,0,0,93589,4641723,156318,160280,142,45,0,0,20752,7868045,0
4794227,2609900,7271959,71617,10188,3430,0,0,272025,37,0,97,60,0,0,0,0,0,0,91014,4646390,156557,158604,397,82,0,0,21956,7914805,24
5859548,3106537,9559047,114295,10056,3422,0,0,259239,150,7,232,0,0,0,0,0,0,0,84776,4601095,152707,155460,555,0,0,0,21925,8800540,0
4810648,2625243,7270137,71976,10149,3423,30,0,267917,284,0,234,7,0,0,0,0,0,0,85817,4590359,152111,155078,0,0,0,0,19906,7882887,14
4773962,2602311,7239237,71642,10169,3416,7,0,257525,15,0,7,0,0,0,0,0,0,0,94957,5476074,158413,155925,120,0,0,0,19641,7838415,0
4803155,2614565,7262740,71867,10151,3431,0,0,254494,112,0,309,0,0,0,0,0,0,0,85024,4609639,153664,156290,225,45,0,0,19238,7892396,4
4788157,2611389,7232811,71754,10127,3409,37,0,275259,165,0,247,0,0,0,0,0,0,0,90065,4608017,153426,156152,331,112,0,0,20825,7884176,4
13596442,6326501,17762954,363432,5708,2185,209,0,337111,3097,15,3994,224,269,0,0,0,0,0,143845,15437253,189392,190802,2016,645,694,0,14300,21868898,49145
