cpu_clk_unhalted.ref_tsc,l1d_pend_miss.pending,cpu_clk_unhalted.thread_p,uops_retired.stalls,br_inst_retired.all_branches,idq_uops_not_delivered.core,mem_inst_retired.any,mem_uop_retired.any,memory_activity.stalls_l2_miss,memory_activity.stalls_l1d_miss,cycle_activity.cycles_mem_any,uops_issued.any
725955,226213,1037447,587282,369978,2303339,289774,283996,60782,73623,541606,1516465
513600,84095,744352,381830,303570,1644226,249728,264688,10027,25694,603441,1610876
632800,93147,915436,452178,395154,1819163,351542,372347,12963,28673,764507,2053156
474160,77371,686072,342401,294280,1430335,280608,297285,9482,23983,570283,1534276
459760,93960,665586,331725,290433,1318119,236143,250198,18999,32490,568362,1505334
453280,89739,656226,325883,288282,1289905,239384,253593,17536,31104,561711,1489010
439680,73564,636613,311443,284152,1263063,234186,248083,9775,23564,545572,1465181
567680,74277,821553,391087,378208,1496267,268295,284263,7472,22632,722485,1947859
440320,73078,637527,310229,286513,1282116,235649,249633,9291,22959,548063,1475564
959052,186357,997491,506238,381053,1961241,225278,261676,29166,57289,1280259,3693111
1025104,409838,1114152,807454,347511,3436774,491957,689364,176749,183388,940220,2318021
840478,269538,1346135,769533,450786,2635895,663907,895841,58443,86065,830395,2218474
819787,257996,1304180,738022,340837,2550565,859923,686252,44557,73502,811571,2165213
826486,307974,893269,580790,328983,2359298,470445,620410,73197,99219,827938,2107278
634653,246402,1095375,642971,343452,2533589,669053,692971,39782,68104,594155,1530114
737214,267456,1003787,853693,282367,3284024,748116,570722,97205,126456,1014081,2021055
19029572,3234143,26371553,15786024,11721007,63162689,20310722,19399717,608151,997926,19176061,53410917
4139291,1526608,7485827,4733266,3498673,17520176,4510878,5666632,423229,584153,5675426,11229294
778037,456628,1414567,939298,235105,3267186,673553,699293,148551,191580,993436,1684604
838584,467381,1329262,871906,330324,3728823,646465,462377,96900,173852,705963,1659071
8513599,2649906,10754044,6440447,2088084,25957146,3648535,3967522,465259,676111,5839998,17779508
4981524,716914,7117649,4465769,1585679,23397313,2934534,3182039,103431,216870,3339555,9646561
59440,17959,85982,51000,26120,195434,54032,56839,2056,4732,0,0
61040,20090,88089,53281,26418,184515,53553,56389,2614,6032,0,0
67760,23679,98015,59822,29143,200842,57372,60509,3031,7728,0,0
61360,29343,88922,56195,26053,173264,49491,52223,6152,11221,0,0
86320,65904,124863,86226,30574,196061,57807,61064,23587,28931,0,0
75840,40067,109842,70554,31297,197135,58513,61841,11790,17175,0,0
84720,62432,122481,83451,31915,186800,58385,61764,22431,28484,0,0
1033662,646930,2463160,1413153,865742,3412532,1471528,1526420,96170,140467,560593,1195199
