cpu_clk_unhalted.ref_tsc,l1d_pend_miss.pending,cpu_clk_unhalted.thread_p,uops_retired.stalls,br_inst_retired.all_branches,idq_uops_not_delivered.core,mem_inst_retired.any,mem_uop_retired.any,memory_activity.stalls_l2_miss,memory_activity.stalls_l1d_miss,cycle_activity.cycles_mem_any,uops_issued.any
1113626,736774,1950358,1181345,235446,5955778,699341,729341,290442,367113,1362764,1828863
2233791,1420341,3035810,2252820,587798,7685071,667923,507206,434716,534206,2000615,3619624
1875412,1257306,2558113,2143318,579040,6436654,963675,707508,283891,485908,2233884,3595890
2235843,1543938,3399045,2225952,339633,6960519,1401226,1471915,479460,567515,2726980,4389160
2233040,1563882,3072035,2283164,583701,7563795,1174191,1013418,395333,498630,1011226,1973615
2259070,1308003,2693892,2004540,588197,5465745,493246,1257622,434862,537058,2365640,4427194
1106135,970276,1946019,1468632,348462,5868569,704964,738318,261163,314039,990766,1856019
1615397,957562,2234241,1459859,234070,7395507,482629,504763,345293,420070,1456377,2701332
2220596,1411154,3023597,2518691,580083,7670565,1370989,1444836,365474,373366,2304034,4281697
1549647,1173179,2538479,1907310,342938,6845390,908436,947306,351714,415965,1457431,2744416
1625490,1041376,2225265,1444737,230179,7284284,483499,501361,369926,449950,1502511,2728527
1954850,1231653,2646850,2235329,573482,6303722,694652,1101949,445147,531750,1982186,2833476
1510316,948501,2111785,1637104,339442,6263000,485673,722415,266945,334490,1415172,2665642
2095658,886827,2237356,1468053,486258,8623342,1193571,1261450,523806,606789,2463824,3754737
2332480,2228067,4169200,3368615,933949,10327055,1259128,1241149,676851,785013,2419172,3639726
2211715,935694,1962598,1463158,597721,6813535,994768,1272584,394475,466510,2336748,4397041
1939917,879404,2033081,1275746,485256,7849689,1188035,1254237,486549,554484,2380424,3610256
1467943,943341,2038054,1529004,338864,6534394,688105,503686,270140,394814,1033853,1861156
1482996,704315,1680698,1288621,339327,5791376,481861,723373,293514,360273,1376883,2668615
2194048,875654,2322958,1535066,595626,8375325,1380411,1454869,538320,562598,2361464,4278549
7179379,5786211,9441186,6472413,2531515,14197111,3914219,2716572,583640,852703,7281088,16872791
1455085,1004374,1973803,1741010,341409,5959322,898770,935980,314613,381206,1729006,2611413
2007930,1514484,3123758,2320986,598573,8259211,694171,719864,430176,518378,2060124,3723754
2237685,939348,2050206,1312953,488263,7900782,990419,1047484,457330,547360,2386383,4392499
1784089,1233350,2457458,2089378,546976,7197238,887214,937081,380478,541207,1721304,2571744
1231274,916587,2108757,1593137,343012,6664255,698958,730801,268015,338160,1321172,1918424
2279789,1031301,2124271,1435164,491002,8094200,989726,1052590,466811,557077,2428557,4408329
1198542,668504,1686722,1563670,346196,6801010,705177,736840,310518,376733,1048191,1154239
1436501,809809,1979129,1473877,342878,5278617,487949,727581,182693,240743,1339067,2710572
2126584,1550192,3315797,2255489,487653,8887759,690144,719833,541803,610378,2468880,3747289
1814450,980609,2081449,1573985,445701,7226966,894201,716185,302448,442462,1407651,2667247
2292596,1517989,3103798,2320687,598246,7183253,993334,725001,272101,479536,2118413,4494572
