epi_delta,busy_fraction,label
"[11297.0, 11963.0, 12867.0, 11819.0, 12346.0, 12547.0, 12176.0, 11571.0, 11665.0, 12042.0, 15977.0, 29812.0, 34639.0, 24855.0, 11291.0, 12457.0, 12919.0, 12620.0, 13517.0, 12795.0, 12660.0, 13281.0, 13541.0, 13977.0, 11528.0, 12679.0, 12454.0, 11921.0, 12441.0, 11330.0, 11708.0, 32022.0, 31529.0, 26476.0, 11676.0, 12433.0, 11471.0, 13132.0, 12405.0, 11533.0, 3841.0, 13030.0, 11901.0, 11616.0, 12225.0, 12715.0, 13231.0, 12804.0, 11656.0, 12263.0, 15067.0, 30264.0, 31176.0, 26441.0, 12930.0, 12411.0, 11806.0, 11298.0, 12017.0, 12408.0, 12018.0, 12707.0, 11732.0, 12456.0, 11807.0, 11349.0, 11856.0, 12107.0, 12344.0, 11444.0, 12261.0, 18080.0, 32397.0, 29439.0, 23499.0, 12642.0, 12304.0, 11967.0, 11544.0, 11965.0, 12184.0, 11798.0, 11620.0, 11342.0, 13598.0, 14550.0, 12666.0, 11888.0, 11849.0, 12197.0, 12176.0, 12691.0, 27109.0, 30898.0, 28418.0, 17219.0, 12065.0, 12186.0, 12123.0, 13623.0]","[106.575472, 104.938596, 118.045872, 108.431193, 112.236364, 104.558333, 121.76, 107.138889, 109.018692, 111.5, 140.149123, 261.508772, 312.063063, 236.714286, 96.504274, 110.238938, 111.37069, 110.701754, 109.008065, 116.318182, 117.222222, 99.11194, 105.789062, 128.229358, 104.8, 114.225225, 111.196429, 105.495575, 113.1, 110.0, 106.436364, 285.910714, 289.256881, 242.899083, 112.269231, 116.196262, 107.205607, 109.433333, 109.778761, 104.845455, 106.694444, 114.298246, 112.273585, 106.568807, 99.390244, 114.54955, 118.133929, 109.435897, 111.009524, 100.516393, 127.686441, 293.825243, 291.364486, 233.99115, 114.424779, 112.827273, 110.336449, 108.634615, 109.245455, 106.051282, 117.823529, 114.477477, 98.588235, 125.818182, 105.419643, 114.636364, 110.803738, 105.278261, 111.207207, 110.038462, 119.038835, 144.64, 274.550847, 285.815534, 204.33913, 114.927273, 110.846847, 109.788991, 108.90566, 115.048077, 114.943396, 110.261682, 103.75, 113.42, 95.760563, 126.521739, 114.108108, 110.074074, 104.858407, 116.161905, 109.693694, 115.372727, 239.902655, 278.36036, 234.859504, 156.536364, 114.904762, 108.803571, 98.560976, 126.138889]",rwkv
"[15977.0, 29812.0, 34639.0, 24855.0, 11291.0, 12457.0, 12919.0, 12620.0, 13517.0, 12795.0, 12660.0, 13281.0, 13541.0, 13977.0, 11528.0, 12679.0, 12454.0, 11921.0, 12441.0, 11330.0, 11708.0, 32022.0, 31529.0, 26476.0, 11676.0, 12433.0, 11471.0, 13132.0, 12405.0, 11533.0, 3841.0, 13030.0, 11901.0, 11616.0, 12225.0, 12715.0, 13231.0, 12804.0, 11656.0, 12263.0, 15067.0, 30264.0, 31176.0, 26441.0, 12930.0, 12411.0, 11806.0, 11298.0, 12017.0, 12408.0, 12018.0, 12707.0, 11732.0, 12456.0, 11807.0, 11349.0, 11856.0, 12107.0, 12344.0, 11444.0, 12261.0, 18080.0, 32397.0, 29439.0, 23499.0, 12642.0, 12304.0, 11967.0, 11544.0, 11965.0, 12184.0, 11798.0, 11620.0, 11342.0, 13598.0, 14550.0, 12666.0, 11888.0, 11849.0, 12197.0, 12176.0, 12691.0, 27109.0, 30898.0, 28418.0, 17219.0, 12065.0, 12186.0, 12123.0, 13623.0, 12616.0, 12706.0, 13514.0, 12103.0, 12293.0, 11461.0, 11297.0, 11905.0, 11535.0, 12582.0]","[140.149123, 261.508772, 312.063063, 236.714286, 96.504274, 110.238938, 111.37069, 110.701754, 109.008065, 116.318182, 117.222222, 99.11194, 105.789062, 128.229358, 104.8, 114.225225, 111.196429, 105.495575, 113.1, 110.0, 106.436364, 285.910714, 289.256881, 242.899083, 112.269231, 116.196262, 107.205607, 109.433333, 109.778761, 104.845455, 106.694444, 114.298246, 112.273585, 106.568807, 99.390244, 114.54955, 118.133929, 109.435897, 111.009524, 100.516393, 127.686441, 293.825243, 291.364486, 233.99115, 114.424779, 112.827273, 110.336449, 108.634615, 109.245455, 106.051282, 117.823529, 114.477477, 98.588235, 125.818182, 105.419643, 114.636364, 110.803738, 105.278261, 111.207207, 110.038462, 119.038835, 144.64, 274.550847, 285.815534, 204.33913, 114.927273, 110.846847, 109.788991, 108.90566, 115.048077, 114.943396, 110.261682, 103.75, 113.42, 95.760563, 126.521739, 114.108108, 110.074074, 104.858407, 116.161905, 109.693694, 115.372727, 239.902655, 278.36036, 234.859504, 156.536364, 114.904762, 108.803571, 98.560976, 126.138889, 108.758621, 107.677966, 127.490566, 106.166667, 113.824074, 113.475248, 105.579439, 113.380952, 104.863636, 113.351351]",rwkv
"[12660.0, 13281.0, 13541.0, 13977.0, 11528.0, 12679.0, 12454.0, 11921.0, 12441.0, 11330.0, 11708.0, 32022.0, 31529.0, 26476.0, 11676.0, 12433.0, 11471.0, 13132.0, 12405.0, 11533.0, 3841.0, 13030.0, 11901.0, 11616.0, 12225.0, 12715.0, 13231.0, 12804.0, 11656.0, 12263.0, 15067.0, 30264.0, 31176.0, 26441.0, 12930.0, 12411.0, 11806.0, 11298.0, 12017.0, 12408.0, 12018.0, 12707.0, 11732.0, 12456.0, 11807.0, 11349.0, 11856.0, 12107.0, 12344.0, 11444.0, 12261.0, 18080.0, 32397.0, 29439.0, 23499.0, 12642.0, 12304.0, 11967.0, 11544.0, 11965.0, 12184.0, 11798.0, 11620.0, 11342.0, 13598.0, 14550.0, 12666.0, 11888.0, 11849.0, 12197.0, 12176.0, 12691.0, 27109.0, 30898.0, 28418.0, 17219.0, 12065.0, 12186.0, 12123.0, 13623.0, 12616.0, 12706.0, 13514.0, 12103.0, 12293.0, 11461.0, 11297.0, 11905.0, 11535.0, 12582.0, 12530.0, 13932.0, 20014.0, 32702.0, 32220.0, 19108.0, 11724.0, 11666.0, 12074.0, 11900.0]","[117.222222, 99.11194, 105.789062, 128.229358, 104.8, 114.225225, 111.196429, 105.495575, 113.1, 110.0, 106.436364, 285.910714, 289.256881, 242.899083, 112.269231, 116.196262, 107.205607, 109.433333, 109.778761, 104.845455, 106.694444, 114.298246, 112.273585, 106.568807, 99.390244, 114.54955, 118.133929, 109.435897, 111.009524, 100.516393, 127.686441, 293.825243, 291.364486, 233.99115, 114.424779, 112.827273, 110.336449, 108.634615, 109.245455, 106.051282, 117.823529, 114.477477, 98.588235, 125.818182, 105.419643, 114.636364, 110.803738, 105.278261, 111.207207, 110.038462, 119.038835, 144.64, 274.550847, 285.815534, 204.33913, 114.927273, 110.846847, 109.788991, 108.90566, 115.048077, 114.943396, 110.261682, 103.75, 113.42, 95.760563, 126.521739, 114.108108, 110.074074, 104.858407, 116.161905, 109.693694, 115.372727, 239.902655, 278.36036, 234.859504, 156.536364, 114.904762, 108.803571, 98.560976, 126.138889, 108.758621, 107.677966, 127.490566, 106.166667, 113.824074, 113.475248, 105.579439, 113.380952, 104.863636, 113.351351, 100.24, 119.076923, 155.147287, 297.290909, 306.857143, 176.925926, 109.570093, 110.056604, 112.841121, 113.333333]",rwkv
"[11708.0, 32022.0, 31529.0, 26476.0, 11676.0, 12433.0, 11471.0, 13132.0, 12405.0, 11533.0, 3841.0, 13030.0, 11901.0, 11616.0, 12225.0, 12715.0, 13231.0, 12804.0, 11656.0, 12263.0, 15067.0, 30264.0, 31176.0, 26441.0, 12930.0, 12411.0, 11806.0, 11298.0, 12017.0, 12408.0, 12018.0, 12707.0, 11732.0, 12456.0, 11807.0, 11349.0, 11856.0, 12107.0, 12344.0, 11444.0, 12261.0, 18080.0, 32397.0, 29439.0, 23499.0, 12642.0, 12304.0, 11967.0, 11544.0, 11965.0, 12184.0, 11798.0, 11620.0, 11342.0, 13598.0, 14550.0, 12666.0, 11888.0, 11849.0, 12197.0, 12176.0, 12691.0, 27109.0, 30898.0, 28418.0, 17219.0, 12065.0, 12186.0, 12123.0, 13623.0, 12616.0, 12706.0, 13514.0, 12103.0, 12293.0, 11461.0, 11297.0, 11905.0, 11535.0, 12582.0, 12530.0, 13932.0, 20014.0, 32702.0, 32220.0, 19108.0, 11724.0, 11666.0, 12074.0, 11900.0, 12424.0, 11653.0, 12315.0, 12357.0, 11051.0, 12359.0, 12263.0, 12602.0, 11838.0, 11718.0]","[106.436364, 285.910714, 289.256881, 242.899083, 112.269231, 116.196262, 107.205607, 109.433333, 109.778761, 104.845455, 106.694444, 114.298246, 112.273585, 106.568807, 99.390244, 114.54955, 118.133929, 109.435897, 111.009524, 100.516393, 127.686441, 293.825243, 291.364486, 233.99115, 114.424779, 112.827273, 110.336449, 108.634615, 109.245455, 106.051282, 117.823529, 114.477477, 98.588235, 125.818182, 105.419643, 114.636364, 110.803738, 105.278261, 111.207207, 110.038462, 119.038835, 144.64, 274.550847, 285.815534, 204.33913, 114.927273, 110.846847, 109.788991, 108.90566, 115.048077, 114.943396, 110.261682, 103.75, 113.42, 95.760563, 126.521739, 114.108108, 110.074074, 104.858407, 116.161905, 109.693694, 115.372727, 239.902655, 278.36036, 234.859504, 156.536364, 114.904762, 108.803571, 98.560976, 126.138889, 108.758621, 107.677966, 127.490566, 106.166667, 113.824074, 113.475248, 105.579439, 113.380952, 104.863636, 113.351351, 100.24, 119.076923, 155.147287, 297.290909, 306.857143, 176.925926, 109.570093, 110.056604, 112.841121, 113.333333, 107.103448, 108.906542, 112.981651, 115.485981, 109.415842, 102.140496, 115.688679, 116.685185, 108.605505, 114.882353]",rwkv
"[3841.0, 13030.0, 11901.0, 11616.0, 12225.0, 12715.0, 13231.0, 12804.0, 11656.0, 12263.0, 15067.0, 30264.0, 31176.0, 26441.0, 12930.0, 12411.0, 11806.0, 11298.0, 12017.0, 12408.0, 12018.0, 12707.0, 11732.0, 12456.0, 11807.0, 11349.0, 11856.0, 12107.0, 12344.0, 11444.0, 12261.0, 18080.0, 32397.0, 29439.0, 23499.0, 12642.0, 12304.0, 11967.0, 11544.0, 11965.0, 12184.0, 11798.0, 11620.0, 11342.0, 13598.0, 14550.0, 12666.0, 11888.0, 11849.0, 12197.0, 12176.0, 12691.0, 27109.0, 30898.0, 28418.0, 17219.0, 12065.0, 12186.0, 12123.0, 13623.0, 12616.0, 12706.0, 13514.0, 12103.0, 12293.0, 11461.0, 11297.0, 11905.0, 11535.0, 12582.0, 12530.0, 13932.0, 20014.0, 32702.0, 32220.0, 19108.0, 11724.0, 11666.0, 12074.0, 11900.0, 12424.0, 11653.0, 12315.0, 12357.0, 11051.0, 12359.0, 12263.0, 12602.0, 11838.0, 11718.0, 12364.0, 12883.0, 12142.0, 19317.0, 30720.0, 30384.0, 21560.0, 11486.0, 11603.0, 12012.0]","[106.694444, 114.298246, 112.273585, 106.568807, 99.390244, 114.54955, 118.133929, 109.435897, 111.009524, 100.516393, 127.686441, 293.825243, 291.364486, 233.99115, 114.424779, 112.827273, 110.336449, 108.634615, 109.245455, 106.051282, 117.823529, 114.477477, 98.588235, 125.818182, 105.419643, 114.636364, 110.803738, 105.278261, 111.207207, 110.038462, 119.038835, 144.64, 274.550847, 285.815534, 204.33913, 114.927273, 110.846847, 109.788991, 108.90566, 115.048077, 114.943396, 110.261682, 103.75, 113.42, 95.760563, 126.521739, 114.108108, 110.074074, 104.858407, 116.161905, 109.693694, 115.372727, 239.902655, 278.36036, 234.859504, 156.536364, 114.904762, 108.803571, 98.560976, 126.138889, 108.758621, 107.677966, 127.490566, 106.166667, 113.824074, 113.475248, 105.579439, 113.380952, 104.863636, 113.351351, 100.24, 119.076923, 155.147287, 297.290909, 306.857143, 176.925926, 109.570093, 110.056604, 112.841121, 113.333333, 107.103448, 108.906542, 112.981651, 115.485981, 109.415842, 102.140496, 115.688679, 116.685185, 108.605505, 114.882353, 110.392857, 112.026087, 112.425926, 175.609091, 289.811321, 264.208696, 196.0, 106.351852, 106.449541, 112.261682]",rwkv
"[15067.0, 30264.0, 31176.0, 26441.0, 12930.0, 12411.0, 11806.0, 11298.0, 12017.0, 12408.0, 12018.0, 12707.0, 11732.0, 12456.0, 11807.0, 11349.0, 11856.0, 12107.0, 12344.0, 11444.0, 12261.0, 18080.0, 32397.0, 29439.0, 23499.0, 12642.0, 12304.0, 11967.0, 11544.0, 11965.0, 12184.0, 11798.0, 11620.0, 11342.0, 13598.0, 14550.0, 12666.0, 11888.0, 11849.0, 12197.0, 12176.0, 12691.0, 27109.0, 30898.0, 28418.0, 17219.0, 12065.0, 12186.0, 12123.0, 13623.0, 12616.0, 12706.0, 13514.0, 12103.0, 12293.0, 11461.0, 11297.0, 11905.0, 11535.0, 12582.0, 12530.0, 13932.0, 20014.0, 32702.0, 32220.0, 19108.0, 11724.0, 11666.0, 12074.0, 11900.0, 12424.0, 11653.0, 12315.0, 12357.0, 11051.0, 12359.0, 12263.0, 12602.0, 11838.0, 11718.0, 12364.0, 12883.0, 12142.0, 19317.0, 30720.0, 30384.0, 21560.0, 11486.0, 11603.0, 12012.0, 12689.0, 11769.0, 11502.0, 11966.0, 11398.0, 11999.0, 12530.0, 12513.0, 10926.0, 11925.0]","[127.686441, 293.825243, 291.364486, 233.99115, 114.424779, 112.827273, 110.336449, 108.634615, 109.245455, 106.051282, 117.823529, 114.477477, 98.588235, 125.818182, 105.419643, 114.636364, 110.803738, 105.278261, 111.207207, 110.038462, 119.038835, 144.64, 274.550847, 285.815534, 204.33913, 114.927273, 110.846847, 109.788991, 108.90566, 115.048077, 114.943396, 110.261682, 103.75, 113.42, 95.760563, 126.521739, 114.108108, 110.074074, 104.858407, 116.161905, 109.693694, 115.372727, 239.902655, 278.36036, 234.859504, 156.536364, 114.904762, 108.803571, 98.560976, 126.138889, 108.758621, 107.677966, 127.490566, 106.166667, 113.824074, 113.475248, 105.579439, 113.380952, 104.863636, 113.351351, 100.24, 119.076923, 155.147287, 297.290909, 306.857143, 176.925926, 109.570093, 110.056604, 112.841121, 113.333333, 107.103448, 108.906542, 112.981651, 115.485981, 109.415842, 102.140496, 115.688679, 116.685185, 108.605505, 114.882353, 110.392857, 112.026087, 112.425926, 175.609091, 289.811321, 264.208696, 196.0, 106.351852, 106.449541, 112.261682, 111.307018, 111.028302, 109.542857, 111.831776, 97.418803, 109.081818, 124.059406, 116.943925, 105.057692, 108.409091]",rwkv
"[12018.0, 12707.0, 11732.0, 12456.0, 11807.0, 11349.0, 11856.0, 12107.0, 12344.0, 11444.0, 12261.0, 18080.0, 32397.0, 29439.0, 23499.0, 12642.0, 12304.0, 11967.0, 11544.0, 11965.0, 12184.0, 11798.0, 11620.0, 11342.0, 13598.0, 14550.0, 12666.0, 11888.0, 11849.0, 12197.0, 12176.0, 12691.0, 27109.0, 30898.0, 28418.0, 17219.0, 12065.0, 12186.0, 12123.0, 13623.0, 12616.0, 12706.0, 13514.0, 12103.0, 12293.0, 11461.0, 11297.0, 11905.0, 11535.0, 12582.0, 12530.0, 13932.0, 20014.0, 32702.0, 32220.0, 19108.0, 11724.0, 11666.0, 12074.0, 11900.0, 12424.0, 11653.0, 12315.0, 12357.0, 11051.0, 12359.0, 12263.0, 12602.0, 11838.0, 11718.0, 12364.0, 12883.0, 12142.0, 19317.0, 30720.0, 30384.0, 21560.0, 11486.0, 11603.0, 12012.0, 12689.0, 11769.0, 11502.0, 11966.0, 11398.0, 11999.0, 12530.0, 12513.0, 10926.0, 11925.0, 12774.0, 12366.0, 11982.0, 11946.0, 23725.0, 33086.0, 28587.0, 16637.0, 11514.0, 12697.0]","[117.823529, 114.477477, 98.588235, 125.818182, 105.419643, 114.636364, 110.803738, 105.278261, 111.207207, 110.038462, 119.038835, 144.64, 274.550847, 285.815534, 204.33913, 114.927273, 110.846847, 109.788991, 108.90566, 115.048077, 114.943396, 110.261682, 103.75, 113.42, 95.760563, 126.521739, 114.108108, 110.074074, 104.858407, 116.161905, 109.693694, 115.372727, 239.902655, 278.36036, 234.859504, 156.536364, 114.904762, 108.803571, 98.560976, 126.138889, 108.758621, 107.677966, 127.490566, 106.166667, 113.824074, 113.475248, 105.579439, 113.380952, 104.863636, 113.351351, 100.24, 119.076923, 155.147287, 297.290909, 306.857143, 176.925926, 109.570093, 110.056604, 112.841121, 113.333333, 107.103448, 108.906542, 112.981651, 115.485981, 109.415842, 102.140496, 115.688679, 116.685185, 108.605505, 114.882353, 110.392857, 112.026087, 112.425926, 175.609091, 289.811321, 264.208696, 196.0, 106.351852, 106.449541, 112.261682, 111.307018, 111.028302, 109.542857, 111.831776, 97.418803, 109.081818, 124.059406, 116.943925, 105.057692, 108.409091, 114.053571, 113.449541, 106.035398, 107.621622, 208.114035, 300.781818, 252.982301, 169.765306, 104.672727, 112.362832]",rwkv
"[12261.0, 18080.0, 32397.0, 29439.0, 23499.0, 12642.0, 12304.0, 11967.0, 11544.0, 11965.0, 12184.0, 11798.0, 11620.0, 11342.0, 13598.0, 14550.0, 12666.0, 11888.0, 11849.0, 12197.0, 12176.0, 12691.0, 27109.0, 30898.0, 28418.0, 17219.0, 12065.0, 12186.0, 12123.0, 13623.0, 12616.0, 12706.0, 13514.0, 12103.0, 12293.0, 11461.0, 11297.0, 11905.0, 11535.0, 12582.0, 12530.0, 13932.0, 20014.0, 32702.0, 32220.0, 19108.0, 11724.0, 11666.0, 12074.0, 11900.0, 12424.0, 11653.0, 12315.0, 12357.0, 11051.0, 12359.0, 12263.0, 12602.0, 11838.0, 11718.0, 12364.0, 12883.0, 12142.0, 19317.0, 30720.0, 30384.0, 21560.0, 11486.0, 11603.0, 12012.0, 12689.0, 11769.0, 11502.0, 11966.0, 11398.0, 11999.0, 12530.0, 12513.0, 10926.0, 11925.0, 12774.0, 12366.0, 11982.0, 11946.0, 23725.0, 33086.0, 28587.0, 16637.0, 11514.0, 12697.0, 12145.0, 11340.0, 11983.0, 12220.0, 11232.0, 11409.0, 12302.0, 12062.0, 12115.0, 12916.0]","[119.038835, 144.64, 274.550847, 285.815534, 204.33913, 114.927273, 110.846847, 109.788991, 108.90566, 115.048077, 114.943396, 110.261682, 103.75, 113.42, 95.760563, 126.521739, 114.108108, 110.074074, 104.858407, 116.161905, 109.693694, 115.372727, 239.902655, 278.36036, 234.859504, 156.536364, 114.904762, 108.803571, 98.560976, 126.138889, 108.758621, 107.677966, 127.490566, 106.166667, 113.824074, 113.475248, 105.579439, 113.380952, 104.863636, 113.351351, 100.24, 119.076923, 155.147287, 297.290909, 306.857143, 176.925926, 109.570093, 110.056604, 112.841121, 113.333333, 107.103448, 108.906542, 112.981651, 115.485981, 109.415842, 102.140496, 115.688679, 116.685185, 108.605505, 114.882353, 110.392857, 112.026087, 112.425926, 175.609091, 289.811321, 264.208696, 196.0, 106.351852, 106.449541, 112.261682, 111.307018, 111.028302, 109.542857, 111.831776, 97.418803, 109.081818, 124.059406, 116.943925, 105.057692, 108.409091, 114.053571, 113.449541, 106.035398, 107.621622, 208.114035, 300.781818, 252.982301, 169.765306, 104.672727, 112.362832, 117.912621, 111.176471, 105.114035, 113.148148, 106.971429, 106.626168, 112.862385, 111.685185, 114.292453, 111.344828]",rwkv
"[12184.0, 11798.0, 11620.0, 11342.0, 13598.0, 14550.0, 12666.0, 11888.0, 11849.0, 12197.0, 12176.0, 12691.0, 27109.0, 30898.0, 28418.0, 17219.0, 12065.0, 12186.0, 12123.0, 13623.0, 12616.0, 12706.0, 13514.0, 12103.0, 12293.0, 11461.0, 11297.0, 11905.0, 11535.0, 12582.0, 12530.0, 13932.0, 20014.0, 32702.0, 32220.0, 19108.0, 11724.0, 11666.0, 12074.0, 11900.0, 12424.0, 11653.0, 12315.0, 12357.0, 11051.0, 12359.0, 12263.0, 12602.0, 11838.0, 11718.0, 12364.0, 12883.0, 12142.0, 19317.0, 30720.0, 30384.0, 21560.0, 11486.0, 11603.0, 12012.0, 12689.0, 11769.0, 11502.0, 11966.0, 11398.0, 11999.0, 12530.0, 12513.0, 10926.0, 11925.0, 12774.0, 12366.0, 11982.0, 11946.0, 23725.0, 33086.0, 28587.0, 16637.0, 11514.0, 12697.0, 12145.0, 11340.0, 11983.0, 12220.0, 11232.0, 11409.0, 12302.0, 12062.0, 12115.0, 12916.0, 12273.0, 11710.0, 11239.0, 14004.0, 12062.0, 26523.0, 30535.0, 29299.0, 16596.0, 11506.0]","[114.943396, 110.261682, 103.75, 113.42, 95.760563, 126.521739, 114.108108, 110.074074, 104.858407, 116.161905, 109.693694, 115.372727, 239.902655, 278.36036, 234.859504, 156.536364, 114.904762, 108.803571, 98.560976, 126.138889, 108.758621, 107.677966, 127.490566, 106.166667, 113.824074, 113.475248, 105.579439, 113.380952, 104.863636, 113.351351, 100.24, 119.076923, 155.147287, 297.290909, 306.857143, 176.925926, 109.570093, 110.056604, 112.841121, 113.333333, 107.103448, 108.906542, 112.981651, 115.485981, 109.415842, 102.140496, 115.688679, 116.685185, 108.605505, 114.882353, 110.392857, 112.026087, 112.425926, 175.609091, 289.811321, 264.208696, 196.0, 106.351852, 106.449541, 112.261682, 111.307018, 111.028302, 109.542857, 111.831776, 97.418803, 109.081818, 124.059406, 116.943925, 105.057692, 108.409091, 114.053571, 113.449541, 106.035398, 107.621622, 208.114035, 300.781818, 252.982301, 169.765306, 104.672727, 112.362832, 117.912621, 111.176471, 105.114035, 113.148148, 106.971429, 106.626168, 112.862385, 111.685185, 114.292453, 111.344828, 116.885714, 109.439252, 92.122951, 130.878505, 105.807018, 250.216981, 302.326733, 244.158333, 141.846154, 107.53271]",rwkv
"[12176.0, 12691.0, 27109.0, 30898.0, 28418.0, 17219.0, 12065.0, 12186.0, 12123.0, 13623.0, 12616.0, 12706.0, 13514.0, 12103.0, 12293.0, 11461.0, 11297.0, 11905.0, 11535.0, 12582.0, 12530.0, 13932.0, 20014.0, 32702.0, 32220.0, 19108.0, 11724.0, 11666.0, 12074.0, 11900.0, 12424.0, 11653.0, 12315.0, 12357.0, 11051.0, 12359.0, 12263.0, 12602.0, 11838.0, 11718.0, 12364.0, 12883.0, 12142.0, 19317.0, 30720.0, 30384.0, 21560.0, 11486.0, 11603.0, 12012.0, 12689.0, 11769.0, 11502.0, 11966.0, 11398.0, 11999.0, 12530.0, 12513.0, 10926.0, 11925.0, 12774.0, 12366.0, 11982.0, 11946.0, 23725.0, 33086.0, 28587.0, 16637.0, 11514.0, 12697.0, 12145.0, 11340.0, 11983.0, 12220.0, 11232.0, 11409.0, 12302.0, 12062.0, 12115.0, 12916.0, 12273.0, 11710.0, 11239.0, 14004.0, 12062.0, 26523.0, 30535.0, 29299.0, 16596.0, 11506.0, 12090.0, 11807.0, 12451.0, 11817.0, 11835.0, 12242.0, 11360.0, 11769.0, 11656.0, 12634.0]","[109.693694, 115.372727, 239.902655, 278.36036, 234.859504, 156.536364, 114.904762, 108.803571, 98.560976, 126.138889, 108.758621, 107.677966, 127.490566, 106.166667, 113.824074, 113.475248, 105.579439, 113.380952, 104.863636, 113.351351, 100.24, 119.076923, 155.147287, 297.290909, 306.857143, 176.925926, 109.570093, 110.056604, 112.841121, 113.333333, 107.103448, 108.906542, 112.981651, 115.485981, 109.415842, 102.140496, 115.688679, 116.685185, 108.605505, 114.882353, 110.392857, 112.026087, 112.425926, 175.609091, 289.811321, 264.208696, 196.0, 106.351852, 106.449541, 112.261682, 111.307018, 111.028302, 109.542857, 111.831776, 97.418803, 109.081818, 124.059406, 116.943925, 105.057692, 108.409091, 114.053571, 113.449541, 106.035398, 107.621622, 208.114035, 300.781818, 252.982301, 169.765306, 104.672727, 112.362832, 117.912621, 111.176471, 105.114035, 113.148148, 106.971429, 106.626168, 112.862385, 111.685185, 114.292453, 111.344828, 116.885714, 109.439252, 92.122951, 130.878505, 105.807018, 250.216981, 302.326733, 244.158333, 141.846154, 107.53271, 108.918919, 107.336364, 113.190909, 112.542857, 110.607477, 110.288288, 107.169811, 112.085714, 109.962264, 115.908257]",rwkv
"[12616.0, 12706.0, 13514.0, 12103.0, 12293.0, 11461.0, 11297.0, 11905.0, 11535.0, 12582.0, 12530.0, 13932.0, 20014.0, 32702.0, 32220.0, 19108.0, 11724.0, 11666.0, 12074.0, 11900.0, 12424.0, 11653.0, 12315.0, 12357.0, 11051.0, 12359.0, 12263.0, 12602.0, 11838.0, 11718.0, 12364.0, 12883.0, 12142.0, 19317.0, 30720.0, 30384.0, 21560.0, 11486.0, 11603.0, 12012.0, 12689.0, 11769.0, 11502.0, 11966.0, 11398.0, 11999.0, 12530.0, 12513.0, 10926.0, 11925.0, 12774.0, 12366.0, 11982.0, 11946.0, 23725.0, 33086.0, 28587.0, 16637.0, 11514.0, 12697.0, 12145.0, 11340.0, 11983.0, 12220.0, 11232.0, 11409.0, 12302.0, 12062.0, 12115.0, 12916.0, 12273.0, 11710.0, 11239.0, 14004.0, 12062.0, 26523.0, 30535.0, 29299.0, 16596.0, 11506.0, 12090.0, 11807.0, 12451.0, 11817.0, 11835.0, 12242.0, 11360.0, 11769.0, 11656.0, 12634.0, 11508.0, 12297.0, 12319.0, 13007.0, 12763.0, 12483.0, 28361.0, 30079.0, 26573.0, 15619.0]","[108.758621, 107.677966, 127.490566, 106.166667, 113.824074, 113.475248, 105.579439, 113.380952, 104.863636, 113.351351, 100.24, 119.076923, 155.147287, 297.290909, 306.857143, 176.925926, 109.570093, 110.056604, 112.841121, 113.333333, 107.103448, 108.906542, 112.981651, 115.485981, 109.415842, 102.140496, 115.688679, 116.685185, 108.605505, 114.882353, 110.392857, 112.026087, 112.425926, 175.609091, 289.811321, 264.208696, 196.0, 106.351852, 106.449541, 112.261682, 111.307018, 111.028302, 109.542857, 111.831776, 97.418803, 109.081818, 124.059406, 116.943925, 105.057692, 108.409091, 114.053571, 113.449541, 106.035398, 107.621622, 208.114035, 300.781818, 252.982301, 169.765306, 104.672727, 112.362832, 117.912621, 111.176471, 105.114035, 113.148148, 106.971429, 106.626168, 112.862385, 111.685185, 114.292453, 111.344828, 116.885714, 109.439252, 92.122951, 130.878505, 105.807018, 250.216981, 302.326733, 244.158333, 141.846154, 107.53271, 108.918919, 107.336364, 113.190909, 112.542857, 110.607477, 110.288288, 107.169811, 112.085714, 109.962264, 115.908257, 107.551402, 106.008621, 117.32381, 116.133929, 120.40566, 110.469027, 278.04902, 283.764151, 229.077586, 150.182692]",rwkv
