epi_delta,busy_fraction,label
"[8035.0, 7730.0, 7848.0, 7506.0, 7865.0, 8157.0, 7637.0, 7559.0, 7770.0, 8332.0, 7573.0, 7433.0, 8058.0, 7231.0, 7816.0, 7727.0, 7783.0, 7996.0, 8809.0, 8239.0, 8049.0, 7495.0, 7909.0, 7365.0, 7737.0, 7572.0, 7821.0, 8686.0, 7768.0, 7686.0, 7844.0, 7589.0, 7878.0, 7623.0, 7410.0, 7777.0, 8398.0, 10465.0, 8563.0, 8311.0, 8387.0, 7560.0, 8344.0, 7772.0, 7752.0, 8297.0, 8690.0, 7733.0, 7553.0, 7846.0, 7961.0, 7524.0, 9359.0, 7955.0, 7475.0, 7927.0, 8110.0, 7685.0, 10093.0, 7430.0, 7900.0, 7804.0, 7931.0, 8669.0, 7442.0, 8281.0, 7571.0, 7440.0, 7551.0, 7409.0, 7444.0, 8269.0, 7793.0, 7457.0, 8242.0, 7576.0, 7996.0, 8875.0, 7670.0, 7327.0, 7623.0, 7520.0, 7804.0, 8047.0, 7593.0, 7478.0, 7879.0, 8450.0, 7408.0, 7633.0, 7794.0, 8504.0, 9024.0, 8207.0, 7634.0, 7857.0, 8005.0, 7398.0, 7788.0, 7675.0]","[71.741071, 72.924528, 66.508475, 74.316832, 68.991228, 72.830357, 72.733333, 69.348624, 74.0, 75.745455, 70.12037, 70.122642, 76.018868, 66.953704, 72.37037, 71.546296, 65.957627, 76.884615, 67.244275, 78.466667, 74.527778, 68.761468, 76.048077, 68.831776, 70.981651, 71.433962, 70.459459, 76.192982, 68.140351, 71.166667, 74.0, 71.59434, 71.618182, 69.93578, 72.647059, 70.7, 72.396552, 70.709459, 72.567797, 71.034188, 79.87619, 68.108108, 74.5, 71.962963, 65.694915, 76.119266, 75.565217, 74.355769, 69.935185, 74.72381, 73.712963, 67.178571, 76.089431, 70.39823, 64.439655, 73.398148, 76.509434, 69.863636, 92.59633, 69.439252, 73.831776, 69.678571, 74.121495, 76.716814, 64.155172, 78.122642, 71.424528, 68.256881, 72.605769, 72.637255, 70.895238, 78.009434, 70.207207, 66.580357, 73.589286, 70.148148, 68.931034, 78.539823, 70.366972, 71.833333, 73.298077, 73.009709, 72.934579, 70.587719, 75.93, 68.605505, 72.284404, 73.478261, 71.230769, 66.95614, 70.216216, 79.476636, 66.844444, 81.257426, 68.774775, 74.122642, 72.117117, 67.254545, 75.61165, 67.920354]",phi3
"[7573.0, 7433.0, 8058.0, 7231.0, 7816.0, 7727.0, 7783.0, 7996.0, 8809.0, 8239.0, 8049.0, 7495.0, 7909.0, 7365.0, 7737.0, 7572.0, 7821.0, 8686.0, 7768.0, 7686.0, 7844.0, 7589.0, 7878.0, 7623.0, 7410.0, 7777.0, 8398.0, 10465.0, 8563.0, 8311.0, 8387.0, 7560.0, 8344.0, 7772.0, 7752.0, 8297.0, 8690.0, 7733.0, 7553.0, 7846.0, 7961.0, 7524.0, 9359.0, 7955.0, 7475.0, 7927.0, 8110.0, 7685.0, 10093.0, 7430.0, 7900.0, 7804.0, 7931.0, 8669.0, 7442.0, 8281.0, 7571.0, 7440.0, 7551.0, 7409.0, 7444.0, 8269.0, 7793.0, 7457.0, 8242.0, 7576.0, 7996.0, 8875.0, 7670.0, 7327.0, 7623.0, 7520.0, 7804.0, 8047.0, 7593.0, 7478.0, 7879.0, 8450.0, 7408.0, 7633.0, 7794.0, 8504.0, 9024.0, 8207.0, 7634.0, 7857.0, 8005.0, 7398.0, 7788.0, 7675.0, 7742.0, 7677.0, 8358.0, 7508.0, 7541.0, 7465.0, 7581.0, 8210.0, 7615.0, 7785.0]","[70.12037, 70.122642, 76.018868, 66.953704, 72.37037, 71.546296, 65.957627, 76.884615, 67.244275, 78.466667, 74.527778, 68.761468, 76.048077, 68.831776, 70.981651, 71.433962, 70.459459, 76.192982, 68.140351, 71.166667, 74.0, 71.59434, 71.618182, 69.93578, 72.647059, 70.7, 72.396552, 70.709459, 72.567797, 71.034188, 79.87619, 68.108108, 74.5, 71.962963, 65.694915, 76.119266, 75.565217, 74.355769, 69.935185, 74.72381, 73.712963, 67.178571, 76.089431, 70.39823, 64.439655, 73.398148, 76.509434, 69.863636, 92.59633, 69.439252, 73.831776, 69.678571, 74.121495, 76.716814, 64.155172, 78.122642, 71.424528, 68.256881, 72.605769, 72.637255, 70.895238, 78.009434, 70.207207, 66.580357, 73.589286, 70.148148, 68.931034, 78.539823, 70.366972, 71.833333, 73.298077, 73.009709, 72.934579, 70.587719, 75.93, 68.605505, 72.284404, 73.478261, 71.230769, 66.95614, 70.216216, 79.476636, 66.844444, 81.257426, 68.774775, 74.122642, 72.117117, 67.254545, 75.61165, 67.920354, 73.733333, 73.114286, 73.964602, 72.893204, 69.824074, 72.475728, 70.850467, 67.295082, 69.862385, 73.443396]",phi3
"[8049.0, 7495.0, 7909.0, 7365.0, 7737.0, 7572.0, 7821.0, 8686.0, 7768.0, 7686.0, 7844.0, 7589.0, 7878.0, 7623.0, 7410.0, 7777.0, 8398.0, 10465.0, 8563.0, 8311.0, 8387.0, 7560.0, 8344.0, 7772.0, 7752.0, 8297.0, 8690.0, 7733.0, 7553.0, 7846.0, 7961.0, 7524.0, 9359.0, 7955.0, 7475.0, 7927.0, 8110.0, 7685.0, 10093.0, 7430.0, 7900.0, 7804.0, 7931.0, 8669.0, 7442.0, 8281.0, 7571.0, 7440.0, 7551.0, 7409.0, 7444.0, 8269.0, 7793.0, 7457.0, 8242.0, 7576.0, 7996.0, 8875.0, 7670.0, 7327.0, 7623.0, 7520.0, 7804.0, 8047.0, 7593.0, 7478.0, 7879.0, 8450.0, 7408.0, 7633.0, 7794.0, 8504.0, 9024.0, 8207.0, 7634.0, 7857.0, 8005.0, 7398.0, 7788.0, 7675.0, 7742.0, 7677.0, 8358.0, 7508.0, 7541.0, 7465.0, 7581.0, 8210.0, 7615.0, 7785.0, 8635.0, 7392.0, 7877.0, 8219.0, 7685.0, 7559.0, 7571.0, 7964.0, 7218.0, 8400.0]","[74.527778, 68.761468, 76.048077, 68.831776, 70.981651, 71.433962, 70.459459, 76.192982, 68.140351, 71.166667, 74.0, 71.59434, 71.618182, 69.93578, 72.647059, 70.7, 72.396552, 70.709459, 72.567797, 71.034188, 79.87619, 68.108108, 74.5, 71.962963, 65.694915, 76.119266, 75.565217, 74.355769, 69.935185, 74.72381, 73.712963, 67.178571, 76.089431, 70.39823, 64.439655, 73.398148, 76.509434, 69.863636, 92.59633, 69.439252, 73.831776, 69.678571, 74.121495, 76.716814, 64.155172, 78.122642, 71.424528, 68.256881, 72.605769, 72.637255, 70.895238, 78.009434, 70.207207, 66.580357, 73.589286, 70.148148, 68.931034, 78.539823, 70.366972, 71.833333, 73.298077, 73.009709, 72.934579, 70.587719, 75.93, 68.605505, 72.284404, 73.478261, 71.230769, 66.95614, 70.216216, 79.476636, 66.844444, 81.257426, 68.774775, 74.122642, 72.117117, 67.254545, 75.61165, 67.920354, 73.733333, 73.114286, 73.964602, 72.893204, 69.824074, 72.475728, 70.850467, 67.295082, 69.862385, 73.443396, 78.5, 70.4, 70.963964, 72.734513, 74.61165, 71.311321, 67.598214, 78.078431, 66.833333, 70.0]",phi3
"[7844.0, 7589.0, 7878.0, 7623.0, 7410.0, 7777.0, 8398.0, 10465.0, 8563.0, 8311.0, 8387.0, 7560.0, 8344.0, 7772.0, 7752.0, 8297.0, 8690.0, 7733.0, 7553.0, 7846.0, 7961.0, 7524.0, 9359.0, 7955.0, 7475.0, 7927.0, 8110.0, 7685.0, 10093.0, 7430.0, 7900.0, 7804.0, 7931.0, 8669.0, 7442.0, 8281.0, 7571.0, 7440.0, 7551.0, 7409.0, 7444.0, 8269.0, 7793.0, 7457.0, 8242.0, 7576.0, 7996.0, 8875.0, 7670.0, 7327.0, 7623.0, 7520.0, 7804.0, 8047.0, 7593.0, 7478.0, 7879.0, 8450.0, 7408.0, 7633.0, 7794.0, 8504.0, 9024.0, 8207.0, 7634.0, 7857.0, 8005.0, 7398.0, 7788.0, 7675.0, 7742.0, 7677.0, 8358.0, 7508.0, 7541.0, 7465.0, 7581.0, 8210.0, 7615.0, 7785.0, 8635.0, 7392.0, 7877.0, 8219.0, 7685.0, 7559.0, 7571.0, 7964.0, 7218.0, 8400.0, 7983.0, 7746.0, 7357.0, 7972.0, 8678.0, 7254.0, 7952.0, 7576.0, 7720.0, 7973.0]","[74.0, 71.59434, 71.618182, 69.93578, 72.647059, 70.7, 72.396552, 70.709459, 72.567797, 71.034188, 79.87619, 68.108108, 74.5, 71.962963, 65.694915, 76.119266, 75.565217, 74.355769, 69.935185, 74.72381, 73.712963, 67.178571, 76.089431, 70.39823, 64.439655, 73.398148, 76.509434, 69.863636, 92.59633, 69.439252, 73.831776, 69.678571, 74.121495, 76.716814, 64.155172, 78.122642, 71.424528, 68.256881, 72.605769, 72.637255, 70.895238, 78.009434, 70.207207, 66.580357, 73.589286, 70.148148, 68.931034, 78.539823, 70.366972, 71.833333, 73.298077, 73.009709, 72.934579, 70.587719, 75.93, 68.605505, 72.284404, 73.478261, 71.230769, 66.95614, 70.216216, 79.476636, 66.844444, 81.257426, 68.774775, 74.122642, 72.117117, 67.254545, 75.61165, 67.920354, 73.733333, 73.114286, 73.964602, 72.893204, 69.824074, 72.475728, 70.850467, 67.295082, 69.862385, 73.443396, 78.5, 70.4, 70.963964, 72.734513, 74.61165, 71.311321, 67.598214, 78.078431, 66.833333, 70.0, 76.028571, 72.392523, 69.40566, 65.884298, 82.647619, 65.351351, 72.954128, 70.148148, 72.149533, 69.330435]",phi3
"[8387.0, 7560.0, 8344.0, 7772.0, 7752.0, 8297.0, 8690.0, 7733.0, 7553.0, 7846.0, 7961.0, 7524.0, 9359.0, 7955.0, 7475.0, 7927.0, 8110.0, 7685.0, 10093.0, 7430.0, 7900.0, 7804.0, 7931.0, 8669.0, 7442.0, 8281.0, 7571.0, 7440.0, 7551.0, 7409.0, 7444.0, 8269.0, 7793.0, 7457.0, 8242.0, 7576.0, 7996.0, 8875.0, 7670.0, 7327.0, 7623.0, 7520.0, 7804.0, 8047.0, 7593.0, 7478.0, 7879.0, 8450.0, 7408.0, 7633.0, 7794.0, 8504.0, 9024.0, 8207.0, 7634.0, 7857.0, 8005.0, 7398.0, 7788.0, 7675.0, 7742.0, 7677.0, 8358.0, 7508.0, 7541.0, 7465.0, 7581.0, 8210.0, 7615.0, 7785.0, 8635.0, 7392.0, 7877.0, 8219.0, 7685.0, 7559.0, 7571.0, 7964.0, 7218.0, 8400.0, 7983.0, 7746.0, 7357.0, 7972.0, 8678.0, 7254.0, 7952.0, 7576.0, 7720.0, 7973.0, 8613.0, 8023.0, 9459.0, 9514.0, 8621.0, 7516.0, 7570.0, 8328.0, 7750.0, 7993.0]","[79.87619, 68.108108, 74.5, 71.962963, 65.694915, 76.119266, 75.565217, 74.355769, 69.935185, 74.72381, 73.712963, 67.178571, 76.089431, 70.39823, 64.439655, 73.398148, 76.509434, 69.863636, 92.59633, 69.439252, 73.831776, 69.678571, 74.121495, 76.716814, 64.155172, 78.122642, 71.424528, 68.256881, 72.605769, 72.637255, 70.895238, 78.009434, 70.207207, 66.580357, 73.589286, 70.148148, 68.931034, 78.539823, 70.366972, 71.833333, 73.298077, 73.009709, 72.934579, 70.587719, 75.93, 68.605505, 72.284404, 73.478261, 71.230769, 66.95614, 70.216216, 79.476636, 66.844444, 81.257426, 68.774775, 74.122642, 72.117117, 67.254545, 75.61165, 67.920354, 73.733333, 73.114286, 73.964602, 72.893204, 69.824074, 72.475728, 70.850467, 67.295082, 69.862385, 73.443396, 78.5, 70.4, 70.963964, 72.734513, 74.61165, 71.311321, 67.598214, 78.078431, 66.833333, 70.0, 76.028571, 72.392523, 69.40566, 65.884298, 82.647619, 65.351351, 72.954128, 70.148148, 72.149533, 69.330435, 72.378151, 72.279279, 68.543478, 74.913386, 76.292035, 70.242991, 63.613445, 80.076923, 72.429907, 74.700935]",phi3
"[7961.0, 7524.0, 9359.0, 7955.0, 7475.0, 7927.0, 8110.0, 7685.0, 10093.0, 7430.0, 7900.0, 7804.0, 7931.0, 8669.0, 7442.0, 8281.0, 7571.0, 7440.0, 7551.0, 7409.0, 7444.0, 8269.0, 7793.0, 7457.0, 8242.0, 7576.0, 7996.0, 8875.0, 7670.0, 7327.0, 7623.0, 7520.0, 7804.0, 8047.0, 7593.0, 7478.0, 7879.0, 8450.0, 7408.0, 7633.0, 7794.0, 8504.0, 9024.0, 8207.0, 7634.0, 7857.0, 8005.0, 7398.0, 7788.0, 7675.0, 7742.0, 7677.0, 8358.0, 7508.0, 7541.0, 7465.0, 7581.0, 8210.0, 7615.0, 7785.0, 8635.0, 7392.0, 7877.0, 8219.0, 7685.0, 7559.0, 7571.0, 7964.0, 7218.0, 8400.0, 7983.0, 7746.0, 7357.0, 7972.0, 8678.0, 7254.0, 7952.0, 7576.0, 7720.0, 7973.0, 8613.0, 8023.0, 9459.0, 9514.0, 8621.0, 7516.0, 7570.0, 8328.0, 7750.0, 7993.0, 7932.0, 7623.0, 7391.0, 7349.0, 8488.0, 8262.0, 9190.0, 7307.0, 8324.0, 9769.0]","[73.712963, 67.178571, 76.089431, 70.39823, 64.439655, 73.398148, 76.509434, 69.863636, 92.59633, 69.439252, 73.831776, 69.678571, 74.121495, 76.716814, 64.155172, 78.122642, 71.424528, 68.256881, 72.605769, 72.637255, 70.895238, 78.009434, 70.207207, 66.580357, 73.589286, 70.148148, 68.931034, 78.539823, 70.366972, 71.833333, 73.298077, 73.009709, 72.934579, 70.587719, 75.93, 68.605505, 72.284404, 73.478261, 71.230769, 66.95614, 70.216216, 79.476636, 66.844444, 81.257426, 68.774775, 74.122642, 72.117117, 67.254545, 75.61165, 67.920354, 73.733333, 73.114286, 73.964602, 72.893204, 69.824074, 72.475728, 70.850467, 67.295082, 69.862385, 73.443396, 78.5, 70.4, 70.963964, 72.734513, 74.61165, 71.311321, 67.598214, 78.078431, 66.833333, 70.0, 76.028571, 72.392523, 69.40566, 65.884298, 82.647619, 65.351351, 72.954128, 70.148148, 72.149533, 69.330435, 72.378151, 72.279279, 68.543478, 74.913386, 76.292035, 70.242991, 63.613445, 80.076923, 72.429907, 74.700935, 68.973913, 74.735294, 71.067308, 71.349515, 68.451613, 73.115044, 74.715447, 69.590476, 74.321429, 84.947826]",phi3
"[7900.0, 7804.0, 7931.0, 8669.0, 7442.0, 8281.0, 7571.0, 7440.0, 7551.0, 7409.0, 7444.0, 8269.0, 7793.0, 7457.0, 8242.0, 7576.0, 7996.0, 8875.0, 7670.0, 7327.0, 7623.0, 7520.0, 7804.0, 8047.0, 7593.0, 7478.0, 7879.0, 8450.0, 7408.0, 7633.0, 7794.0, 8504.0, 9024.0, 8207.0, 7634.0, 7857.0, 8005.0, 7398.0, 7788.0, 7675.0, 7742.0, 7677.0, 8358.0, 7508.0, 7541.0, 7465.0, 7581.0, 8210.0, 7615.0, 7785.0, 8635.0, 7392.0, 7877.0, 8219.0, 7685.0, 7559.0, 7571.0, 7964.0, 7218.0, 8400.0, 7983.0, 7746.0, 7357.0, 7972.0, 8678.0, 7254.0, 7952.0, 7576.0, 7720.0, 7973.0, 8613.0, 8023.0, 9459.0, 9514.0, 8621.0, 7516.0, 7570.0, 8328.0, 7750.0, 7993.0, 7932.0, 7623.0, 7391.0, 7349.0, 8488.0, 8262.0, 9190.0, 7307.0, 8324.0, 9769.0, 7795.0, 7542.0, 7667.0, 7569.0, 7774.0, 7880.0, 8271.0, 7497.0, 7611.0, 8766.0]","[73.831776, 69.678571, 74.121495, 76.716814, 64.155172, 78.122642, 71.424528, 68.256881, 72.605769, 72.637255, 70.895238, 78.009434, 70.207207, 66.580357, 73.589286, 70.148148, 68.931034, 78.539823, 70.366972, 71.833333, 73.298077, 73.009709, 72.934579, 70.587719, 75.93, 68.605505, 72.284404, 73.478261, 71.230769, 66.95614, 70.216216, 79.476636, 66.844444, 81.257426, 68.774775, 74.122642, 72.117117, 67.254545, 75.61165, 67.920354, 73.733333, 73.114286, 73.964602, 72.893204, 69.824074, 72.475728, 70.850467, 67.295082, 69.862385, 73.443396, 78.5, 70.4, 70.963964, 72.734513, 74.61165, 71.311321, 67.598214, 78.078431, 66.833333, 70.0, 76.028571, 72.392523, 69.40566, 65.884298, 82.647619, 65.351351, 72.954128, 70.148148, 72.149533, 69.330435, 72.378151, 72.279279, 68.543478, 74.913386, 76.292035, 70.242991, 63.613445, 80.076923, 72.429907, 74.700935, 68.973913, 74.735294, 71.067308, 71.349515, 68.451613, 73.115044, 74.715447, 69.590476, 74.321429, 84.947826, 77.95, 69.833333, 71.654206, 65.25, 76.970297, 70.357143, 71.921739, 72.786408, 71.130841, 69.023622]",phi3
"[7444.0, 8269.0, 7793.0, 7457.0, 8242.0, 7576.0, 7996.0, 8875.0, 7670.0, 7327.0, 7623.0, 7520.0, 7804.0, 8047.0, 7593.0, 7478.0, 7879.0, 8450.0, 7408.0, 7633.0, 7794.0, 8504.0, 9024.0, 8207.0, 7634.0, 7857.0, 8005.0, 7398.0, 7788.0, 7675.0, 7742.0, 7677.0, 8358.0, 7508.0, 7541.0, 7465.0, 7581.0, 8210.0, 7615.0, 7785.0, 8635.0, 7392.0, 7877.0, 8219.0, 7685.0, 7559.0, 7571.0, 7964.0, 7218.0, 8400.0, 7983.0, 7746.0, 7357.0, 7972.0, 8678.0, 7254.0, 7952.0, 7576.0, 7720.0, 7973.0, 8613.0, 8023.0, 9459.0, 9514.0, 8621.0, 7516.0, 7570.0, 8328.0, 7750.0, 7993.0, 7932.0, 7623.0, 7391.0, 7349.0, 8488.0, 8262.0, 9190.0, 7307.0, 8324.0, 9769.0, 7795.0, 7542.0, 7667.0, 7569.0, 7774.0, 7880.0, 8271.0, 7497.0, 7611.0, 8766.0, 7796.0, 8016.0, 8238.0, 7466.0, 7728.0, 8388.0, 8561.0, 9979.0, 8563.0, 7845.0]","[70.895238, 78.009434, 70.207207, 66.580357, 73.589286, 70.148148, 68.931034, 78.539823, 70.366972, 71.833333, 73.298077, 73.009709, 72.934579, 70.587719, 75.93, 68.605505, 72.284404, 73.478261, 71.230769, 66.95614, 70.216216, 79.476636, 66.844444, 81.257426, 68.774775, 74.122642, 72.117117, 67.254545, 75.61165, 67.920354, 73.733333, 73.114286, 73.964602, 72.893204, 69.824074, 72.475728, 70.850467, 67.295082, 69.862385, 73.443396, 78.5, 70.4, 70.963964, 72.734513, 74.61165, 71.311321, 67.598214, 78.078431, 66.833333, 70.0, 76.028571, 72.392523, 69.40566, 65.884298, 82.647619, 65.351351, 72.954128, 70.148148, 72.149533, 69.330435, 72.378151, 72.279279, 68.543478, 74.913386, 76.292035, 70.242991, 63.613445, 80.076923, 72.429907, 74.700935, 68.973913, 74.735294, 71.067308, 71.349515, 68.451613, 73.115044, 74.715447, 69.590476, 74.321429, 84.947826, 77.95, 69.833333, 71.654206, 65.25, 76.970297, 70.357143, 71.921739, 72.786408, 71.130841, 69.023622, 73.54717, 76.342857, 69.813559, 71.788462, 69.0, 79.132075, 62.948529, 82.471074, 69.617886, 71.972477]",phi3
"[7623.0, 7520.0, 7804.0, 8047.0, 7593.0, 7478.0, 7879.0, 8450.0, 7408.0, 7633.0, 7794.0, 8504.0, 9024.0, 8207.0, 7634.0, 7857.0, 8005.0, 7398.0, 7788.0, 7675.0, 7742.0, 7677.0, 8358.0, 7508.0, 7541.0, 7465.0, 7581.0, 8210.0, 7615.0, 7785.0, 8635.0, 7392.0, 7877.0, 8219.0, 7685.0, 7559.0, 7571.0, 7964.0, 7218.0, 8400.0, 7983.0, 7746.0, 7357.0, 7972.0, 8678.0, 7254.0, 7952.0, 7576.0, 7720.0, 7973.0, 8613.0, 8023.0, 9459.0, 9514.0, 8621.0, 7516.0, 7570.0, 8328.0, 7750.0, 7993.0, 7932.0, 7623.0, 7391.0, 7349.0, 8488.0, 8262.0, 9190.0, 7307.0, 8324.0, 9769.0, 7795.0, 7542.0, 7667.0, 7569.0, 7774.0, 7880.0, 8271.0, 7497.0, 7611.0, 8766.0, 7796.0, 8016.0, 8238.0, 7466.0, 7728.0, 8388.0, 8561.0, 9979.0, 8563.0, 7845.0, 8337.0, 7899.0, 7815.0, 9119.0, 8126.0, 7698.0, 7589.0, 7807.0, 7195.0, 7485.0]","[73.298077, 73.009709, 72.934579, 70.587719, 75.93, 68.605505, 72.284404, 73.478261, 71.230769, 66.95614, 70.216216, 79.476636, 66.844444, 81.257426, 68.774775, 74.122642, 72.117117, 67.254545, 75.61165, 67.920354, 73.733333, 73.114286, 73.964602, 72.893204, 69.824074, 72.475728, 70.850467, 67.295082, 69.862385, 73.443396, 78.5, 70.4, 70.963964, 72.734513, 74.61165, 71.311321, 67.598214, 78.078431, 66.833333, 70.0, 76.028571, 72.392523, 69.40566, 65.884298, 82.647619, 65.351351, 72.954128, 70.148148, 72.149533, 69.330435, 72.378151, 72.279279, 68.543478, 74.913386, 76.292035, 70.242991, 63.613445, 80.076923, 72.429907, 74.700935, 68.973913, 74.735294, 71.067308, 71.349515, 68.451613, 73.115044, 74.715447, 69.590476, 74.321429, 84.947826, 77.95, 69.833333, 71.654206, 65.25, 76.970297, 70.357143, 71.921739, 72.786408, 71.130841, 69.023622, 73.54717, 76.342857, 69.813559, 71.788462, 69.0, 79.132075, 62.948529, 82.471074, 69.617886, 71.972477, 73.778761, 71.162162, 68.552632, 77.279661, 75.240741, 69.351351, 70.268519, 70.972727, 72.676768, 70.613208]",phi3
"[7794.0, 8504.0, 9024.0, 8207.0, 7634.0, 7857.0, 8005.0, 7398.0, 7788.0, 7675.0, 7742.0, 7677.0, 8358.0, 7508.0, 7541.0, 7465.0, 7581.0, 8210.0, 7615.0, 7785.0, 8635.0, 7392.0, 7877.0, 8219.0, 7685.0, 7559.0, 7571.0, 7964.0, 7218.0, 8400.0, 7983.0, 7746.0, 7357.0, 7972.0, 8678.0, 7254.0, 7952.0, 7576.0, 7720.0, 7973.0, 8613.0, 8023.0, 9459.0, 9514.0, 8621.0, 7516.0, 7570.0, 8328.0, 7750.0, 7993.0, 7932.0, 7623.0, 7391.0, 7349.0, 8488.0, 8262.0, 9190.0, 7307.0, 8324.0, 9769.0, 7795.0, 7542.0, 7667.0, 7569.0, 7774.0, 7880.0, 8271.0, 7497.0, 7611.0, 8766.0, 7796.0, 8016.0, 8238.0, 7466.0, 7728.0, 8388.0, 8561.0, 9979.0, 8563.0, 7845.0, 8337.0, 7899.0, 7815.0, 9119.0, 8126.0, 7698.0, 7589.0, 7807.0, 7195.0, 7485.0, 8527.0, 7748.0, 7661.0, 7942.0, 8468.0, 7870.0, 7624.0, 7792.0, 7879.0, 7060.0]","[70.216216, 79.476636, 66.844444, 81.257426, 68.774775, 74.122642, 72.117117, 67.254545, 75.61165, 67.920354, 73.733333, 73.114286, 73.964602, 72.893204, 69.824074, 72.475728, 70.850467, 67.295082, 69.862385, 73.443396, 78.5, 70.4, 70.963964, 72.734513, 74.61165, 71.311321, 67.598214, 78.078431, 66.833333, 70.0, 76.028571, 72.392523, 69.40566, 65.884298, 82.647619, 65.351351, 72.954128, 70.148148, 72.149533, 69.330435, 72.378151, 72.279279, 68.543478, 74.913386, 76.292035, 70.242991, 63.613445, 80.076923, 72.429907, 74.700935, 68.973913, 74.735294, 71.067308, 71.349515, 68.451613, 73.115044, 74.715447, 69.590476, 74.321429, 84.947826, 77.95, 69.833333, 71.654206, 65.25, 76.970297, 70.357143, 71.921739, 72.786408, 71.130841, 69.023622, 73.54717, 76.342857, 69.813559, 71.788462, 69.0, 79.132075, 62.948529, 82.471074, 69.617886, 71.972477, 73.778761, 71.162162, 68.552632, 77.279661, 75.240741, 69.351351, 70.268519, 70.972727, 72.676768, 70.613208, 71.655462, 77.48, 66.043103, 70.910714, 76.981818, 71.545455, 66.877193, 77.148515, 72.953704, 67.238095]",phi3
"[7742.0, 7677.0, 8358.0, 7508.0, 7541.0, 7465.0, 7581.0, 8210.0, 7615.0, 7785.0, 8635.0, 7392.0, 7877.0, 8219.0, 7685.0, 7559.0, 7571.0, 7964.0, 7218.0, 8400.0, 7983.0, 7746.0, 7357.0, 7972.0, 8678.0, 7254.0, 7952.0, 7576.0, 7720.0, 7973.0, 8613.0, 8023.0, 9459.0, 9514.0, 8621.0, 7516.0, 7570.0, 8328.0, 7750.0, 7993.0, 7932.0, 7623.0, 7391.0, 7349.0, 8488.0, 8262.0, 9190.0, 7307.0, 8324.0, 9769.0, 7795.0, 7542.0, 7667.0, 7569.0, 7774.0, 7880.0, 8271.0, 7497.0, 7611.0, 8766.0, 7796.0, 8016.0, 8238.0, 7466.0, 7728.0, 8388.0, 8561.0, 9979.0, 8563.0, 7845.0, 8337.0, 7899.0, 7815.0, 9119.0, 8126.0, 7698.0, 7589.0, 7807.0, 7195.0, 7485.0, 8527.0, 7748.0, 7661.0, 7942.0, 8468.0, 7870.0, 7624.0, 7792.0, 7879.0, 7060.0, 8358.0, 8600.0, 8124.0, 8153.0, 9216.0, 8536.0, 7654.0, 8684.0, 9253.0, 8546.0]","[73.733333, 73.114286, 73.964602, 72.893204, 69.824074, 72.475728, 70.850467, 67.295082, 69.862385, 73.443396, 78.5, 70.4, 70.963964, 72.734513, 74.61165, 71.311321, 67.598214, 78.078431, 66.833333, 70.0, 76.028571, 72.392523, 69.40566, 65.884298, 82.647619, 65.351351, 72.954128, 70.148148, 72.149533, 69.330435, 72.378151, 72.279279, 68.543478, 74.913386, 76.292035, 70.242991, 63.613445, 80.076923, 72.429907, 74.700935, 68.973913, 74.735294, 71.067308, 71.349515, 68.451613, 73.115044, 74.715447, 69.590476, 74.321429, 84.947826, 77.95, 69.833333, 71.654206, 65.25, 76.970297, 70.357143, 71.921739, 72.786408, 71.130841, 69.023622, 73.54717, 76.342857, 69.813559, 71.788462, 69.0, 79.132075, 62.948529, 82.471074, 69.617886, 71.972477, 73.778761, 71.162162, 68.552632, 77.279661, 75.240741, 69.351351, 70.268519, 70.972727, 72.676768, 70.613208, 71.655462, 77.48, 66.043103, 70.910714, 76.981818, 71.545455, 66.877193, 77.148515, 72.953704, 67.238095, 69.07438, 78.899083, 66.590164, 66.827869, 84.550459, 67.212598, 63.783333, 79.669725, 75.844262, 67.291339]",phi3
