cpu_clk_unhalted.ref_tsc,l1d_pend_miss.pending,cpu_clk_unhalted.thread_p,uops_retired.stalls,br_inst_retired.all_branches,idq_uops_not_delivered.core,mem_inst_retired.any,mem_uop_retired.any,memory_activity.stalls_l2_miss,memory_activity.stalls_l1d_miss,cycle_activity.cycles_mem_any,uops_issued.any,br_misp_retired.all_branches
21412241,5099946,30933848,22437186,5831055,56037191,11624085,13720982,1490896,1970881,19696881,38287369,47375
23050143,2291370,33335245,25161812,5953578,44428169,11042542,12666475,327921,727657,18487724,37273415,21588
23011586,2195704,33289440,24959801,6014071,44535095,11380530,12606181,239779,629040,18074567,36667376,20968
18284296,1777474,27511864,20493344,4988152,36149173,9402255,10565592,169567,482780,14406684,28547276,15789
871069,416431,892472,597057,219715,2697792,870451,884564,154534,183776,1172997,2221810,4108
819858,419812,1104492,690718,209534,1604342,209869,453273,108674,140581,910241,2251335,3970
837868,517966,1163597,746025,325909,2720534,544567,457179,94981,144690,608343,2048157,4046
1003269,1150722,2662746,2180255,740369,9475133,1253069,1315492,368017,454655,1593617,1542175,6224
19646678,2120679,29151545,22160719,5406496,40533777,9986711,10774266,344804,659491,14377117,29953039,17085
23146954,2212436,33179633,24876518,5905912,43970783,11190565,12810437,271939,641233,18361547,37944125,19881
7737699,1113565,11407785,8860002,2140943,17435496,4241244,4378043,230893,358555,5438975,11453985,8048
16266412,1952584,24363508,18504655,4368902,34340125,8040336,9034327,308455,584800,12127832,25152324,19938
22639544,2105579,32646062,24525462,5847041,44844045,11021577,12300842,260984,642877,17740818,36480602,24682
22535379,1996344,32800320,24589556,5896552,44846043,11169718,12553117,216011,593586,17508370,35224677,23639
22299558,1827637,32447035,24432772,5889223,45079409,11156081,12542819,146816,530658,17871570,35823132,23845
22576613,1867831,32533843,24380435,5767590,44321545,10936145,12526172,132620,533088,18022825,36973297,24378
22461612,1790480,32534408,24396034,5849105,44410491,11085844,12254676,129786,500856,17529891,36376882,23994
22589201,1967882,32807775,24547150,5960108,45119472,11332073,12707181,182029,562839,17358185,35754714,23912
22302056,1809377,32284433,24419093,5917075,44940809,11169445,12559479,125743,521035,17807853,35929529,23118
6581170,1479136,8369739,6114754,1397883,13414991,3059553,3636899,359422,482084,5687165,12163659,8852
1060349,350975,1434475,835538,465141,3034601,694368,491054,48859,65170,827153,3076106,5380
510191,108597,961196,524328,335978,2044082,648180,662424,13345,25832,235802,663789,2337
317163,86751,452074,398060,323742,1995029,633688,664561,11334,23661,749445,1450350,2249
660792,92781,920114,397246,93263,1415623,435573,687701,8379,21718,720449,2053501,3049
1181335,7104,52666,57081,14408,1897213,564177,586699,24503,46562,1030530,5024119,7020
516229,0,0,417019,149848,1650873,568086,591184,1394,16386,588982,1621166,1954
581927,0,0,573218,546241,1822414,731529,759369,4893,19962,753905,1853785,2054
341695,0,0,339239,296687,1416081,542547,563185,4066,17885,556600,686361,2318
297110,0,0,319558,292971,1324779,533126,552754,3585,17030,541350,591062,1839
295164,0,0,321174,294580,1325952,536998,556834,1096,14401,543117,592473,1967
291851,0,0,320168,293957,1328372,535643,555406,3965,16809,543515,599747,1841
330680,0,0,394428,389307,1533430,701328,725999,977,15709,707816,677974,2053
296788,0,0,321191,293929,1318576,535375,555165,3074,16257,542677,569702,1889
379067,161973,533741,592738,413340,2977254,767399,953767,90156,109745,1029718,1622656,1824
996148,378522,1353445,904014,365233,3939498,496552,309888,55768,124986,1014233,2470496,5609
829484,176584,1102138,738492,486167,2972346,930246,962595,13616,40773,555296,1513878,4006
447520,195215,1111790,695599,464542,2838174,865097,895751,12480,42823,787695,1079129,2947
833115,253964,900883,461062,124703,2302639,713557,741465,48403,72972,880482,2324486,3682
798312,180504,1108252,617645,372169,2281374,268830,277622,8107,35866,785246,2269522,3600
1035336,222685,1338718,339706,185216,1501122,734190,778465,35923,65485,779808,2930908,6528
22736874,4140515,32060464,17516098,13011715,71641207,24342733,24977499,623506,1060711,19957916,62985185,118214
2020713,868392,2691285,1078621,439720,6631347,2207363,2281351,329964,413631,2495294,7163073,11407
979559,381327,1341502,854556,239809,2736764,268805,511926,95338,145203,995203,2499656,6214
988904,393211,1384036,885871,371469,3848443,721735,509810,27822,62985,665600,2407133,6153
11062512,2248777,15854577,9861977,3269442,47434173,6176925,7315854,539705,734934,9349406,23294197,74774
61200,24130,88559,56637,23702,197803,49765,52234,5142,0,0,0,291
60160,23379,87451,53768,25584,180782,52560,55312,4263,0,0,0,154
64480,23402,93172,58432,26379,199970,52973,55786,4517,0,0,0,232
60480,21768,87261,53387,26207,177400,51282,54083,2951,0,0,0,170
65440,24025,94591,58007,28571,182820,55140,58200,3577,0,0,0,144
72960,29781,105176,67456,29858,197243,56027,59190,5269,0,0,0,186
71040,22407,102920,61878,32840,203897,60944,64419,1972,0,0,0,142
62000,23179,89815,56106,28554,169295,50231,53162,2108,0,0,0,176
1972351,661295,2674482,1543273,949186,4455801,1702164,1709037,132521,145606,234816,564763,5053
490570,439210,1079174,926882,373515,3419356,730018,767721,139224,184357,757202,928220,3974
563076,260152,722975,728542,333316,3454697,720363,750345,134670,177983,1026680,1650589,4301
1073269,602978,1451020,702686,123124,2386405,493640,744327,125514,176529,1119911,2700210,6659
2208902,1688591,4081066,2968817,1265129,15408210,2275959,1935443,530744,673164,3152797,4973167,9554
1318428,478213,1339312,952218,372835,4647789,1006248,1042079,197664,245267,841211,1833787,4855
909634,805278,1723780,1592970,388559,7171005,766424,805865,336458,412248,1122403,1114265,6956
1343389,925261,1924764,1289921,265207,7440886,766580,790687,400942,474680,1522240,2820227,10149
1341540,796168,1854622,1341578,235910,4562938,271762,521329,253271,303986,1268931,2710611,9148
1561106,946799,2155098,1516297,522357,6204617,1005165,789583,191129,247107,921533,2623031,7038
1208109,827750,2096929,1553195,397156,6692710,742928,760223,370764,443508,1096769,1037076,5744
3693208,1624033,7444558,4648378,2682767,13869428,4885260,4628876,556782,715697,4905831,10496004,18299
10033550,3545854,14807534,7480049,3829902,17686140,7680997,9273105,950849,1234363,9439838,23197348,36674
16939171,6519757,25087228,14146439,11122139,32083868,22739465,22849543,1106640,1490389,21816507,50417901,60410
3451023,1671078,6136866,3770152,1260126,10620323,1449615,2550881,651356,842481,4606173,7996832,15352
1048739,354717,1446969,1311095,390026,6338362,988557,1009987,238333,328272,1629572,1797729,6190
1691293,913213,2265115,1362984,297718,5864232,589704,626099,312213,372425,1463843,2823782,10635
1309521,660591,1822235,1182748,523539,3558707,515793,536530,132215,207176,1120021,3261752,6553
783405,451813,1430761,906768,393865,3426830,734761,751529,88444,105338,415729,869539,4130
486142,219599,1022622,664257,376686,3221370,741881,781217,75469,127321,1068916,1731973,2897
15047316,5455462,25295712,13477913,10935427,23726704,17110180,17444915,926782,1447684,21786876,46070987,43291
35209182,22440040,58255034,32896934,24720108,69190786,44402654,45474399,3509151,4716349,50840643,99707747,111908
379493,39000,549252,205256,201053,305947,17138,18301,632,7058,406271,1313405,945
15738995,5101566,19897601,9295368,5905951,16369185,9687691,10590340,507020,869284,17123368,48544209,48482
1325956,790135,1889000,1334790,397620,5439766,760551,535369,178779,178528,908522,1856514,8740
1035754,679849,1870604,1567626,516230,6389642,982145,1022080,307902,379609,1355783,1066658,5244
3884103,2785050,5769156,3946938,1994903,12382164,3686998,3756904,615055,574166,1673673,4303648,18194
24772039,16371091,36130247,20270715,16280752,38992729,28058160,27669188,1720301,2622108,39158582,88319128,79818
46677101,52500871,70176222,40833546,29568717,79868059,52810233,56731093,5821479,7344443,60312208,126502281,148008
48658267,32359708,70712888,35435225,28503999,69645992,57964099,57053701,3743200,5497988,70295782,167099354,142111
63633432,21839513,92795132,47076137,42729207,77123954,75170525,78329810,2095668,3823071,88837839,214597724,158783
13707129,3060274,18934234,8801424,6995933,12767988,10545923,10714233,293628,584052,12512479,37698750,38337
17998333,11705162,28915627,16408165,11897560,36207413,20574783,20608525,2020265,2688564,24950043,60337389,61358
19973611,7709377,22976443,12511987,9601037,33551194,18925090,18295773,1790287,2219265,26020470,66607527,65150
11298958,9483605,22251262,13455928,8733822,28488451,11272325,11963467,2216662,2756240,16906671,30446656,41110
10298843,3768701,15908678,8470782,6748677,19782763,11271158,10868658,872583,1156932,16331682,34630018,36521
35248900,20817955,47749110,25430984,20822283,53039692,38734388,38489821,2112783,3005412,45404047,111076000,107706
23385024,10967439,35438972,20010452,16414310,48126617,34643820,37119570,2046147,2994159,43065797,83780098,72929
17738558,11683011,29808633,17271259,11696037,33712516,18211605,21634097,2271150,2995067,30116116,62652317,63350
19322188,16106928,27969648,15658436,11477503,34320553,20872183,20566510,2323931,3012275,25764924,57617318,61608
12972095,7417933,17240130,11262131,8273639,27463883,13321468,11457620,1993531,2258052,20191407,44774760,50459
23466071,21623184,35597670,19731970,13639660,38296631,23484136,27050863,3307266,3625681,31194286,65222226,71558
39314093,31268856,59778207,32464681,24931845,58408177,47065223,51888946,4424554,5765186,60393856,127876389,107325
44596063,25021300,61772599,32930053,26229920,61391945,44907420,46935046,3502000,4732219,63989195,149641409,130718
32756880,14581769,46968400,22643270,16991865,49514619,32948824,33515980,2552671,3333234,40536235,100001419,109194
16882519,8352104,25137992,14655792,9884844,39573466,16354735,15932881,2171479,2744321,22383172,53389902,69883
22678394,10848894,32982943,19726357,14822868,45869292,26219568,25381508,1917855,2675622,24573348,55053335,74210
27301978,15352172,41097653,24231613,17845326,49400223,30373125,29416691,2579753,3346434,34484276,73399072,91961
27255363,14108672,40206075,21434649,17609565,47082361,33649428,35240500,2499663,3397870,41962342,88083898,91021
