uops_decoded.dec0_uops,uops_dispatched.port_0,uops_dispatched.port_1,uops_dispatched.port_2_3_10,uops_dispatched.port_4_9,uops_dispatched.port_5_11,uops_dispatched.port_6,uops_dispatched.port_7_8,uops_executed.core,uops_executed.core_cycles_ge_1,uops_executed.core_cycles_ge_2,uops_executed.core_cycles_ge_3,uops_executed.core_cycles_ge_4,uops_executed.cycles_ge_1,uops_executed.cycles_ge_2,uops_executed.cycles_ge_3,uops_executed.cycles_ge_4,uops_executed.stall_cycles,uops_executed.stalls,uops_executed.thread,uops_executed.x87,uops_issued.any,uops_retired.cycles,uops_retired.heavy,uops_retired.ms,uops_retired.slots,uops_retired.stall_cycles,uops_retired.stalls
114717,72206,75640,207067,110062,128925,193583,113410,877993,338940,262816,573267,412724,1242961,919640,650202,452786,1118119,1044271,813751,0,852815,213873,256376,196069,794770,478957,478003
114911,74608,75543,208294,111680,126018,190553,103719,788970,1150333,1073473,759162,526234,1498912,1067432,784521,568070,685801,364652,807455,0,837031,213096,255267,195755,802036,449066,448546
114748,73111,75092,203221,108706,125159,186884,104975,3938873,1297923,922071,631081,411728,1155521,788265,549813,79798,400499,405881,851073,0,921119,231627,272442,208846,842000,541439,537648
115240,73201,74639,208681,111184,126933,187259,585448,3957598,1301955,925242,653154,452659,1309274,930695,136218,80227,371024,378427,873992,0,903216,226541,268595,205948,837897,502865,489747
116865,74026,75515,203495,108966,125872,805216,583917,3981552,1297642,925638,654560,454789,1303749,221109,138688,80299,385741,374451,806425,0,845039,212375,260201,199455,804666,468301,472490
116915,73166,74728,213083,114015,507010,788810,587314,3988758,1312966,948372,667735,455759,334823,225156,140846,84178,419062,399363,839558,0,880052,220819,264370,197780,791165,506773,510015
119879,76354,77621,601074,753868,638272,950250,691734,4851324,1644603,1230767,662298,79300,317528,215381,135694,266089,721881,716897,2411917,0,2596914,589141,560177,202582,817667,489309,477519
119261,313986,269424,1091360,572238,471729,676660,484323,3302685,340546,218828,136857,80915,321065,218726,133515,78802,333235,342533,829546,0,871804,218502,267135,210798,847509,494603,498727
156393,320558,270040,1155576,640259,546055,813133,557559,826501,310676,209660,137532,80502,319052,215645,137464,81522,360557,361773,823844,0,870842,218433,261609,200948,803416,479049,478806
159703,329201,275219,1180250,648714,551721,822119,105972,840519,323590,219351,134933,79376,323650,218411,141363,82021,384556,388534,879166,0,918244,231935,267899,211622,822254,473266,1423553
157059,325066,269930,1158978,639384,545320,195170,109974,851220,326776,222274,136159,81579,321367,212829,130166,79785,390193,387667,851303,0,889299,227152,277615,209112,851466,1369370,1363209
160897,309097,270348,1161792,642801,129151,194133,106897,822205,310822,209148,131453,77796,309063,209147,131943,78748,351619,352479,790711,0,837724,214945,266027,204148,3474164,1245596,1286719
168204,372239,380658,1351795,329404,306628,477224,331785,2288835,774182,211487,132480,79108,313254,211088,131762,79322,423313,426424,830888,0,872076,219411,551700,646210,5102912,1665121,1643671
152912,280192,90457,210520,113740,129078,193741,110638,850465,325064,220271,134061,81125,319600,216536,136234,81445,389806,388278,853129,0,871822,859162,839824,515681,4002468,1399855,1374495
158569,71585,74143,203033,108691,124596,188112,110665,849430,326000,219954,140572,84912,330824,229433,137751,83076,423685,423373,834675,0,4354247,956245,857750,522702,4120207,1452040,1454685
114100,72311,74744,207478,113098,128340,192218,109310,839740,327874,218367,140365,82675,323636,219926,138425,83518,366640,370461,823480,0,4345233,956760,856883,522034,4121733,1415027,1415088
117446,76247,76341,212842,114276,125738,188578,104435,806787,306698,207443,131652,77914,311116,210523,132774,80978,354871,344819,3341903,0,3952586,915637,860330,520579,4134478,1368276,430777
117557,74496,73519,205445,110827,125234,187945,106450,815817,311891,212210,133204,78545,308910,210336,135225,80353,693563,1265672,4618774,0,5090751,1122932,992791,620816,3785930,495808,489695
117812,74627,76679,214230,110380,123108,183791,104282,806666,309760,217043,138437,82762,320696,219575,137856,268855,1059269,1041307,3936176,0,3948801,839777,734878,326584,815320,461601,467587
116726,73384,74917,208317,114814,132421,199687,114128,829633,316949,215787,135135,80730,308133,210461,538475,436289,1045267,1050924,3844100,0,4226726,935741,377532,198535,797324,494510,492277
114578,73262,74162,206879,115249,129682,193999,110588,849754,324108,221093,139285,79389,306438,934361,664303,452828,1069361,1073955,3975329,0,4354344,219451,256684,196320,804969,462275,447598
115311,73681,74112,203502,108008,125975,188634,106765,848686,327128,225524,141523,84544,1174717,866967,640122,453033,1093760,1085414,3959956,0,848912,213089,261793,201156,801231,446143,447032
117845,75059,76166,205635,108274,123090,189887,106963,816413,321389,217308,356458,529562,1506669,1077620,774657,537175,1309638,1361215,3874931,0,867851,216940,266672,211124,839770,471701,472324
116322,73805,75089,206740,108683,122369,184215,104934,802291,304783,567544,654311,445195,1225414,835978,571097,379490,919349,640970,861337,0,901084,225001,262269,202084,816706,477538,477307
114360,72694,74401,208687,111314,125048,188249,106914,819584,815641,932258,656564,452354,1306643,931471,655777,449534,733031,405957,811817,0,901109,225561,270750,206363,841196,501164,503170
116090,73458,75302,209419,115384,127827,191478,108473,2872975,1265337,912159,651002,440682,1255467,905240,649414,202337,358675,349886,831142,0,879822,219367,258454,198565,813058,488231,490433
116378,76637,78254,218764,112836,129505,195552,558294,3979576,1303028,940162,670543,463565,1330764,949113,146679,87110,430661,406330,832391,0,855118,212260,255500,206585,813211,482436,478149
111019,70700,71987,200785,107677,125858,679813,488639,3335005,1131148,852021,629782,449440,1290494,214276,138067,82175,330501,329252,829830,0,888578,223594,260439,200421,804650,429169,435358
113780,72506,73737,204196,374030,723136,1029251,716266,4628788,1501482,1067512,755792,377521,324317,220265,139233,85420,350419,351246,824455,0,868828,216872,261328,195002,791800,487925,484073
137356,191901,74650,682103,638631,546671,818621,585735,3958712,1264041,859229,358059,78892,322428,219303,138241,82164,374696,371388,845108,0,850661,559985,538911,349112,2350289,918999,919314
115544,73791,171486,1152455,637222,543166,811082,584774,3973836,1301216,573633,139700,83753,318431,211537,132397,79770,389597,385179,826922,0,882788,220357,270047,207508,806598,464793,463693
117063,218314,270470,1162203,642320,547025,806998,589140,3994205,741322,212519,134049,80588,314761,214870,135893,81534,340522,363486,844620,0,898537,224230,267819,205211,836326,480578,477530
155881,279423,244150,1068734,616466,540831,805632,584434,825505,316026,214987,135257,80872,314402,214056,134366,78808,362811,372981,828400,0,872818,217839,263730,206301,847356,504521,493188
164995,373002,307167,1345750,744273,630938,717682,110078,850071,319264,216812,133125,79078,311603,218767,137444,81356,388842,394492,839829,0,879938,212441,255148,195646,790579,888557,1682449
161939,325528,258384,1050936,556796,294987,193108,109690,843738,326566,223470,141651,83399,323991,214745,135745,80937,341518,350701,806372,0,854078,211692,254911,195262,2452247,1424929,1424691
161310,326305,271706,1172189,386116,129021,190678,107612,825237,315706,221741,140701,83450,325489,222462,140580,85336,433120,419096,816393,0,878890,218247,263661,365081,4199208,1486841,1486074
157843,323723,269357,683239,110078,125777,189171,104963,805802,307338,206474,133566,80165,309146,218504,138421,83853,347178,349757,855751,0,914621,218900,562849,522212,4124577,1384860,1405949
159037,323150,169289,203405,108586,122633,187904,107095,824109,321823,220109,137961,82400,322158,208651,131352,78275,327139,341170,841215,0,888826,540769,798054,511366,4099862,1379669,1374333
158007,81031,74056,205409,112211,127752,189228,109054,834615,309626,211776,133336,80536,311588,212975,134177,80123,325801,321137,798907,0,4937327,1083571,958890,578981,4672831,1574758,1637872
114984,73059,75753,216823,117039,135574,195491,112993,873863,335588,223895,139680,83256,317350,217127,133076,79318,352804,352088,2403178,0,4330814,935604,810329,482633,3499262,1173271,800369
113922,71684,74214,211362,113374,127857,192379,110108,864475,330687,217974,134275,80453,318941,218188,136842,79514,334339,690783,3963404,0,4324840,956634,856397,522367,4125913,923554,458042
115186,73910,74102,206829,111046,124829,188374,107788,831401,323435,221534,139479,83770,326534,216259,136223,81098,675370,1015701,3947450,0,4317203,955002,855450,520703,2456383,412531,413334
112520,70519,71856,204463,113744,132994,200105,112510,866151,330118,228049,141343,81807,312583,212591,135087,245271,978288,1013267,3941973,0,4333732,960303,860598,362356,790760,443892,448466
117601,75893,77360,215314,114339,128763,188861,108882,829289,311333,214411,134448,79735,596034,766904,748709,522664,1173358,1211543,4973730,0,4803101,602187,266478,194860,785408,470533,480084
