uops_decoded.dec0_uops,uops_dispatched.port_0,uops_dispatched.port_1,uops_dispatched.port_2_3_10,uops_dispatched.port_4_9,uops_dispatched.port_5_11,uops_dispatched.port_6,uops_dispatched.port_7_8,uops_executed.core,uops_executed.core_cycles_ge_1,uops_executed.core_cycles_ge_2,uops_executed.core_cycles_ge_3,uops_executed.core_cycles_ge_4,uops_executed.cycles_ge_1,uops_executed.cycles_ge_2,uops_executed.cycles_ge_3,uops_executed.cycles_ge_4,uops_executed.stall_cycles,uops_executed.stalls,uops_executed.thread,uops_executed.x87,uops_issued.any,uops_retired.cycles,uops_retired.heavy,uops_retired.ms,uops_retired.slots,uops_retired.stall_cycles,uops_retired.stalls
5136478,4578258,4754296,14463473,8345183,8673750,14568874,8336983,62564519,25820477,17647485,11062579,5915416,27203747,18292661,11108163,5907068,30719878,30341061,63271307,0,61532481,15251586,16306645,13439399,51617027,30990133,31035583
2157168,2089932,2472321,5350777,2951204,3803868,5987711,2787035,23799170,10197170,7367135,4354762,2155804,11115254,7390565,4373243,2173844,11083843,10743309,23940375,0,25597114,7233422,9622844,8487854,24326994,13828834,13828516
2128224,2054884,2439097,5303478,2943054,3810607,5979575,2779374,23738041,10921695,7282970,4301188,2139102,11044478,7337235,4326131,2141777,10904797,10863897,23701510,0,25369951,7189807,9546055,8432995,24201096,13796778,13818809
2131861,2065546,2438002,5314564,2933196,3797465,5950747,2939718,27168325,11250841,7523616,4458993,2224755,11362213,7641455,4325746,1824759,10769644,10764741,23789177,0,25445945,7181811,9561704,8452067,24335240,13767285,13780257
2136318,2056595,2437010,5316305,2928348,3811150,6260608,3170853,26561845,10983220,7284572,4273414,2095960,10887894,6945487,3834084,1819520,10771091,10767422,23848340,0,25503421,7217231,9587415,8477100,24284321,13782657,13798940
2128271,2057370,2425072,5307592,2933891,4005237,6549098,3172911,26664931,11077323,7407293,4401702,2168203,10627909,6713205,3870755,1827813,10737548,10714632,23796267,0,25562139,7226271,9640486,8481737,24260931,13666434,13708523
2139379,2189045,2450375,5330530,3265801,4171871,6529572,3164780,26497577,11031989,7346573,4351576,1895112,10210872,6684802,3849759,1817633,10630741,10638047,23773485,0,25490500,7478775,9807265,8560626,25552020,13823205,13855364
2132693,2073548,2444095,6097860,3369780,4188006,6584810,3190244,26735956,11111488,7377690,3864610,1827600,10243703,6670973,3840214,1819797,10678668,10688416,23682992,0,25396151,7212285,9576743,8460553,24238658,13656701,13689060
2123745,2066006,2576802,5978429,3281627,4085310,6426073,3129486,26424478,11029543,6659430,3832839,1806533,10220056,6697495,3841735,1810880,10745013,10744367,23823054,0,25503833,7216723,9592480,8480381,24262877,13702047,13677625
2123706,2073542,2436143,5317994,2931422,3780539,6216832,3345781,27590561,11252000,7475760,4426879,2210936,11173017,7205092,3838403,1809982,10711119,10756345,23846850,0,25559830,7208419,9581933,8456137,24212119,13745196,13712699
2118177,2073198,2418584,5276504,2912800,3966774,6508904,3150665,26486773,10970456,7341877,4339345,2127723,10532847,6635996,3821749,1798177,10695162,10698193,23609029,0,25374371,7199150,9598890,8491409,24241682,13706356,13682311
2116602,2064789,2515016,6133772,3563893,4341240,6771996,3339845,27788643,11424922,7324337,4100922,1813254,10219574,6695483,3857090,1824149,10911625,10907445,23761512,0,25427014,7168750,9564960,8444691,24115697,13714372,13712761
2128977,2072957,2527135,6163405,3368388,4170638,6523893,3163351,26505516,10985492,6974256,3819240,1805079,10150478,6642595,3825804,1814438,10822587,10852214,23739668,0,25448368,7195970,9588297,8454769,24219612,13777076,13786768
2137487,2257547,2577009,6023134,3315411,4139070,6535527,3163414,26590842,10158071,6645838,3830481,1804693,10172623,6643553,3828173,1803112,10728735,10723420,23794841,0,25540583,7220702,9610410,8474220,24281518,13688592,13683980
2160146,2365619,2666182,6362234,3467018,4247818,6669013,3099631,23722473,10120713,6641829,3829626,1801790,10148651,6654111,3842505,1812771,10658326,10701948,23771226,0,25478670,7195977,9604466,8497409,24370810,13771734,13993849
2157978,2318844,2627902,6165908,3347227,4131928,6245645,2772821,23727550,10168344,6651338,3846679,1815409,10158793,6655270,3846473,1822158,10722509,10738779,23717420,0,25515158,7196665,9627540,8489946,24335441,14066070,14305429
2155162,2296353,2621351,6179827,3367386,3985106,6001470,2770798,23714239,10178325,6652444,3845689,1815042,10198360,6673268,3859392,1823616,10842894,10857191,23874665,0,27125907,7543105,9853885,8615848,27377887,14475293,14466578
2134260,2271269,2589467,6119296,3134973,3779640,5954846,2757421,23664395,10182543,6649761,4054153,2136870,12218204,8283145,5023253,2557895,16414395,16460645,30862303,0,29285423,7779097,9801892,8559270,27347015,14341726,14326627
2155578,2296171,2608180,5746624,2934340,3793275,5994921,2771291,23640523,10178822,6660346,3853272,1820474,10167094,6674819,3855917,1829842,10834553,10822183,23749904,0,25468257,7159372,9785938,8658766,27029854,14294417,14322563
