cycle_activity.stalls_l3_miss,machine_clears.memory_ordering,mem_trans_retired.load_latency_gt_128,mem_trans_retired.load_latency_gt_16,mem_trans_retired.load_latency_gt_256,mem_trans_retired.load_latency_gt_32,mem_trans_retired.load_latency_gt_4,mem_trans_retired.load_latency_gt_512,mem_trans_retired.load_latency_gt_64,mem_trans_retired.load_latency_gt_8,mem_trans_retired.store_sample,memory_activity.cycles_l1d_miss,memory_activity.stalls_l1d_miss,memory_activity.stalls_l2_miss,memory_activity.stalls_l3_miss,rtm_retired.aborted,rtm_retired.aborted_events,rtm_retired.aborted_mem,rtm_retired.aborted_memtype,rtm_retired.aborted_unfriendly,rtm_retired.commit,rtm_retired.start,tx_mem.abort_capacity_read,tx_mem.abort_capacity_write,tx_mem.abort_conflict
0,152,0,0,0,0,0,0,0,0,2576653,1137534,461527,43746,0,0,0,0,0,0,0,0,0,0,0
0,232,0,0,0,0,0,0,0,0,2639995,1202383,487498,53613,0,0,0,0,0,0,0,0,0,0,0
0,167,0,0,0,0,0,0,0,0,2589275,1166382,480147,68978,0,0,0,0,0,0,0,0,0,0,0
0,226,0,0,0,0,0,0,0,0,3407291,1313427,575039,140373,0,0,0,0,0,0,0,0,0,0,0
0,90,0,0,0,0,0,0,0,0,2622439,1166869,471338,56563,0,0,0,0,0,0,0,0,0,0,0
0,157,0,0,0,0,0,0,0,0,2582975,1258507,531194,96968,0,0,0,0,0,0,0,0,0,0,0
0,82,0,0,0,0,0,0,0,0,2620221,1162181,462549,42187,0,0,0,0,0,0,0,0,0,0,0
0,93,0,0,0,0,0,0,0,0,2626309,1137896,459933,47680,0,0,0,0,0,0,0,0,0,0,0
0,117,0,0,0,0,0,0,0,0,3406823,1179840,456899,0,0,0,0,0,0,0,0,0,0,0,0
0,97,0,0,0,0,0,0,0,0,2685981,1232389,515879,96928,0,0,0,0,0,0,0,0,0,0,0
0,155,0,0,0,0,0,0,0,0,2613157,1200905,503989,75938,0,0,0,0,0,0,0,0,0,0,0
0,109,0,0,0,0,0,0,0,0,2622306,1120463,455569,19778,0,0,0,0,0,0,0,0,0,0,0
0,133,0,0,0,0,0,0,0,0,3407296,1220915,458159,30745,0,0,0,0,0,0,0,0,0,0,0
0,108,0,0,0,0,0,0,0,0,2622668,1196688,456857,13383,0,0,0,0,0,0,0,0,0,0,0
0,176,0,0,0,0,0,0,0,0,2629225,1192488,498399,87417,0,0,0,0,0,0,0,0,0,0,0
0,144,0,0,0,0,0,0,0,0,2604201,1274782,569325,143928,0,0,0,0,0,0,0,0,0,0,0
0,127,0,0,0,0,0,0,0,0,2616509,1223071,511436,100692,1238,0,0,0,0,0,0,0,0,0,0
0,144,0,0,0,0,0,0,0,0,2600622,1184504,469440,46160,0,0,0,0,0,0,0,0,0,0,0
0,141,0,0,0,0,0,0,0,0,2607784,1266944,561283,144782,0,0,0,0,0,0,0,0,0,0,0
0,217,0,0,0,0,0,0,0,0,2638416,1225390,521502,91894,0,0,0,0,0,0,0,0,0,0,0
0,182,0,0,0,0,0,0,0,0,2604150,1365725,626952,193505,0,0,0,0,0,0,0,0,0,0,0
0,131,0,0,0,0,0,0,0,0,2620621,1236167,532787,100521,0,0,0,0,0,0,0,0,0,0,0
0,201,0,0,0,0,0,0,0,0,3427080,1247239,520805,71470,0,0,0,0,0,0,0,0,0,0,0
0,188,0,0,0,0,0,0,0,0,2586321,1117725,455339,33658,0,0,0,0,0,0,0,0,0,0,0
0,193,0,0,0,0,0,0,0,0,2603709,1246286,525924,80987,0,0,0,0,0,0,0,0,0,0,0
0,211,0,0,0,0,0,0,0,0,2614385,1177256,475415,40742,0,0,0,0,0,0,0,0,0,0,0
0,232,0,0,0,0,0,0,0,0,2625651,1143337,447067,13481,0,0,0,0,0,0,0,0,0,0,0
0,195,0,0,0,0,0,0,0,0,2591667,1173021,506059,86333,0,0,0,0,0,0,0,0,0,0,0
0,178,0,0,0,0,0,0,0,0,2574613,1187078,488965,67819,0,0,0,0,0,0,0,0,0,0,0
0,126,0,0,0,0,0,0,0,0,2590871,1199956,498923,78690,0,0,0,0,0,0,0,0,0,0,0
0,146,0,0,0,0,0,0,0,0,2660414,1296098,549571,112146,0,0,0,0,0,0,0,0,0,0,0
0,510,0,0,0,0,0,0,0,0,2597183,1174929,499837,88675,4092,0,0,0,0,0,0,0,0,0,0
0,183,0,0,0,0,0,0,0,0,2608429,1225674,522135,99204,0,0,0,0,0,0,0,0,0,0,0
0,161,0,0,0,0,0,0,0,0,3403388,1267597,534419,107679,0,0,0,0,0,0,0,0,0,0,0
0,177,0,0,0,0,0,0,0,0,2580669,1191414,496254,96261,0,0,0,0,0,0,0,0,0,0,0
0,236,0,0,0,0,0,0,0,0,2611619,1306998,565537,127641,0,0,0,0,0,0,0,0,0,0,0
0,176,0,0,0,0,0,0,0,0,2579642,1079044,416381,22218,0,0,0,0,0,0,0,0,0,0,0
0,86,0,0,0,0,0,0,0,0,3128211,1221069,519920,95753,0,0,0,0,0,0,0,0,0,0,0
0,145,0,0,0,0,0,0,0,0,2602874,1214383,475954,41662,0,0,0,0,0,0,0,0,0,0,0
0,231,0,0,0,0,0,0,0,0,2616031,1158343,448038,18226,0,0,0,0,0,0,0,0,0,0,0
0,163,0,0,0,0,0,0,0,0,2649214,1220742,505203,60786,0,0,0,0,0,0,0,0,0,0,0
0,158,0,0,0,0,0,0,0,0,2595960,1255224,523685,112654,0,0,0,0,0,0,0,0,0,0,0
0,221,0,0,0,0,0,0,0,0,3121517,1257067,571665,154805,0,0,0,0,0,0,0,0,0,0,0
0,190,0,0,0,0,0,0,0,0,2607959,1296478,567954,145125,0,0,0,0,0,0,0,0,0,0,0
0,138,0,0,0,0,0,0,0,0,2605530,1282709,569290,139396,0,0,0,0,0,0,0,0,0,0,0
0,198,0,0,0,0,0,0,0,0,2654342,1242737,540695,111496,0,0,0,0,0,0,0,0,0,0,0
0,192,0,0,0,0,0,0,0,0,2578205,1262337,541067,101579,0,0,0,0,0,0,0,0,0,0,0
0,93,0,0,0,0,0,0,0,0,2601000,1192629,477938,39902,2659,0,0,0,0,0,0,0,0,0,0
0,839,0,0,0,0,0,0,0,0,5237958,1842797,1036462,553229,409456,0,0,0,0,0,0,0,0,0,0
0,691,0,0,0,0,0,0,0,0,7155959,2152678,1292584,924300,706851,0,0,0,0,0,0,0,0,0,0
0,1237,0,0,0,0,0,0,0,0,7841102,2322398,1449782,989660,725048,0,0,0,0,0,0,0,0,0,0
0,867,0,0,0,0,0,0,0,0,7899264,2327732,1349865,884234,632098,0,0,0,0,0,0,0,0,0,0
0,862,0,0,0,0,0,0,0,0,8923279,2402203,1317725,848194,708329,0,0,0,0,0,0,0,0,0,0
0,877,0,0,0,0,0,0,0,0,7888340,2306940,1377568,948145,690481,0,0,0,0,0,0,0,0,0,0
0,807,0,0,0,0,0,0,0,0,7866624,2254384,1340781,871087,677287,0,0,0,0,0,0,0,0,0,0
0,1251,0,0,0,0,0,0,0,0,7790198,2216267,1247931,846581,616613,0,0,0,0,0,0,0,0,0,0
0,996,0,0,0,0,0,0,0,0,8329579,2263522,1158758,677280,386040,0,0,0,0,0,0,0,0,0,0
0,26,0,0,0,0,0,0,0,0,382785,434198,239071,246157,1170,0,0,0,0,0,0,0,0,0,0
0,794,0,0,0,0,0,0,0,0,8751698,2434503,1395467,907398,654418,0,0,0,0,0,0,0,0,0,0
0,788,0,0,0,0,0,0,0,0,9340505,2570006,1473688,1009696,720282,0,0,0,0,0,0,0,0,0,0
0,784,0,0,0,0,0,0,0,0,9214501,2454785,1244946,876772,744017,0,0,0,0,0,0,0,0,0,0
0,817,0,0,0,0,0,0,0,0,9852552,2415839,1378302,877302,613095,0,0,0,0,0,0,0,0,0,0
0,1240,0,0,0,0,0,0,0,0,7921791,2263466,1407088,937965,652180,0,0,0,0,0,0,0,0,0,0
0,870,0,0,0,0,0,0,0,0,8547308,2459253,1419852,907709,708302,0,0,0,0,0,0,0,0,0,0
0,776,0,0,0,0,0,0,0,0,7776467,2259334,1302039,838560,636228,0,0,0,0,0,0,0,0,0,0
0,812,0,0,0,0,0,0,0,0,7852259,2319175,1362724,900455,601493,0,0,0,0,0,0,0,0,0,0
0,842,0,0,0,0,0,0,0,0,8661569,2340434,1327003,857684,601931,0,0,0,0,0,0,0,0,0,0
0,858,0,0,0,0,0,0,0,0,7915442,2264693,1320031,889364,695914,0,0,0,0,0,0,0,0,0,0
0,884,0,0,0,0,0,0,0,0,7847767,2251051,1297315,850967,567747,0,0,0,0,0,0,0,0,0,0
0,945,0,0,0,0,0,0,0,0,8559395,2304659,1356382,873263,603831,0,0,0,0,0,0,0,0,0,0
0,822,0,0,0,0,0,0,0,0,7914061,2267862,1297918,847299,708026,0,0,0,0,0,0,0,0,0,0
0,856,0,0,0,0,0,0,0,0,7887260,2285871,1330332,894239,650450,0,0,0,0,0,0,0,0,0,0
