mem_inst_retired.all_loads,mem_inst_retired.all_stores,mem_inst_retired.any,mem_inst_retired.lock_loads,mem_inst_retired.split_loads,mem_inst_retired.split_stores,mem_inst_retired.stlb_miss_loads,mem_inst_retired.stlb_miss_stores,mem_load_completed.l1_miss_any,mem_load_l3_hit_retired.xsnp_fwd,mem_load_l3_hit_retired.xsnp_miss,mem_load_l3_hit_retired.xsnp_no_fwd,mem_load_l3_hit_retired.xsnp_none,mem_load_l3_miss_retired.local_dram,mem_load_l3_miss_retired.remote_dram,mem_load_l3_miss_retired.remote_fwd,mem_load_l3_miss_retired.remote_hitm,mem_load_l3_miss_retired.remote_pmm,mem_load_misc_retired.uc,mem_load_retired.fb_hit,mem_load_retired.l1_hit,mem_load_retired.l1_miss,mem_load_retired.l2_hit,mem_load_retired.l2_miss,mem_load_retired.l3_hit,mem_load_retired.l3_miss,mem_load_retired.local_pmm,mem_store_retired.l2_hit,mem_uop_retired.any,longest_lat_cache.miss
5918879,3130803,8874975,94467,10216,3444,0,0,227212,150,0,82,37,0,0,0,0,0,0,79843,4692648,120253,123869,134,29,0,0,21581,8831446,20
5370361,2610150,7237913,71743,10180,3439,0,0,227507,67,0,172,0,0,0,0,0,0,0,90512,5503116,128127,133459,373,44,0,0,19613,8889516,35
4789524,2607532,7239495,71782,10150,3419,0,0,214190,60,0,7,0,0,0,0,0,0,0,90558,5522242,118877,122177,223,81,0,0,21080,7854302,5
4791263,2614995,7257558,71844,10218,3430,0,0,221274,225,0,22,7,0,0,0,0,0,0,80853,4644743,121105,123651,336,89,0,0,20963,7879265,10
4795947,2609639,7260642,71821,10180,3469,0,0,233166,216,7,52,0,0,0,0,0,0,0,85242,4653276,122825,123923,111,29,0,0,20215,7872855,0
5314017,2852874,8832827,116677,10097,3456,7,0,223077,172,0,0,7,0,0,0,0,0,0,79357,4695406,122131,123562,277,59,0,0,20643,7771298,35
5336946,2856486,8005985,71490,10169,3438,0,0,221697,120,0,7,0,0,0,0,0,0,0,81084,4668507,123807,128343,186,67,0,0,20346,9789498,0
4754182,2597349,7200671,71507,10119,3411,0,0,220589,330,0,247,52,0,0,0,0,0,0,83544,6373614,125868,126306,335,52,0,0,21111,7824676,5
4787036,2615868,7264269,71777,10160,3435,0,0,204043,0,0,0,0,0,0,0,0,0,0,73311,4676985,124481,123360,483,7,0,0,20680,7857842,0
4767584,2604280,7241640,71591,10141,3433,0,0,228531,105,0,150,67,0,0,0,0,0,0,81806,4692960,124565,124365,14,29,0,0,19018,7841799,0
4807539,2609657,8046825,93798,10015,3423,0,0,223213,37,0,22,0,0,0,0,0,0,0,82951,4681678,127726,126453,44,29,0,0,18978,7896652,0
12632755,6054615,18153026,344840,5791,2857,172,0,296058,165,0,218,308,277,0,0,0,0,0,285319,14503256,293083,230369,4353,678,432,0,19183,18829159,41426
16801971,7830964,23949958,569325,1336,2344,337,14,367864,315,0,392,172,602,0,0,0,0,0,129817,17462647,196477,195617,1060,393,524,0,19513,26227009,64465
16943452,7891336,24154984,573338,1338,2355,173,22,378050,150,0,52,248,562,0,0,0,0,0,132945,16638898,188669,188801,963,186,506,0,20663,25494859,63159
16887194,7894209,24081727,570341,1338,2364,173,0,404516,172,0,293,360,548,0,0,0,0,0,129839,16717154,188989,188186,982,252,520,0,15558,25062103,62413
17480974,8128352,25322450,612707,1358,2431,285,0,384367,74,0,7,240,533,0,0,0,0,0,125483,16637548,189356,188793,780,343,478,0,19444,25695811,63269
17497477,8400991,25824925,617750,1349,2391,127,0,375580,165,0,240,150,495,0,0,0,0,0,124696,17098318,195496,198448,1119,320,618,0,16218,27989208,67635
17493252,8150674,24068828,573753,1334,2335,120,7,370321,143,0,248,397,547,0,0,0,0,0,124252,16613894,192785,191974,1246,493,475,0,19307,27303883,62255
