decode.lcp,dsb2mite_switches.penalty_cycles,frontend_retired.any_dsb_miss,frontend_retired.dsb_miss,frontend_retired.itlb_miss,frontend_retired.l1i_miss,frontend_retired.l2_miss,frontend_retired.latency_ge_1,frontend_retired.latency_ge_128,frontend_retired.latency_ge_16,frontend_retired.latency_ge_2,frontend_retired.latency_ge_256,frontend_retired.latency_ge_2_bubbles_ge_1,frontend_retired.latency_ge_32,frontend_retired.latency_ge_4,frontend_retired.latency_ge_512,frontend_retired.latency_ge_64,frontend_retired.latency_ge_8,frontend_retired.stlb_miss,frontend_retired.unknown_branch,icache_data.stalls,icache_tag.stalls,idq.dsb_cycles_any,idq.dsb_cycles_ok,idq.dsb_uops,idq.mite_cycles_any,idq.mite_cycles_ok,idq.mite_uops,idq.ms_cycles_any,idq.ms_switches,idq.ms_uops,idq_uops_not_delivered.core,idq_uops_not_delivered.cycles_0_uops_deliv.core,idq_uops_not_delivered.cycles_fe_was_ok
29150,362605,2798498,2298732,70115,717771,0,892190,0,130921,615807,0,1676942,47123,292186,0,1022,244278,0,61561,1664785,2577815,203900,83121,955818,4777634,654643,15186636,3539833,888317,10047339,77187169,9312233,4950429
29212,365717,2790371,2256913,69301,715914,0,877689,30,127790,565972,30,1627335,46733,278586,0,420,238065,29,61374,1678782,2562733,201329,85138,6608530,4815590,655567,15206366,3508850,870497,9898467,76902346,9249342,5595279
29620,366733,2803875,2273593,68888,704308,0,864965,0,132887,572745,0,1669673,47792,278658,0,421,243378,0,62022,1701850,2624757,200884,83261,945750,4690119,643819,14956930,3494078,887010,10034506,77332025,9349008,4996791
29508,366830,2818568,2286366,70332,700751,0,881906,60,126758,578476,0,1657006,46649,286912,0,180,245669,0,61350,1673630,2697068,740425,255036,3800260,4740354,651613,15162077,3498402,892107,10085913,77334967,9382754,5567036
29425,361784,2796079,2269449,69545,709083,0,875965,0,126961,571665,0,1930469,44619,286312,0,151,236316,0,63110,1699972,2648429,717761,274964,929804,4697308,643891,15006587,3502656,884708,10027185,76933330,9284461,5053637
29548,380162,2823134,2270873,69739,691423,0,862270,0,128479,574785,0,1625650,46757,285430,0,1323,244478,0,62012,1675536,2561258,198266,82806,945535,4736209,648848,15055917,3526957,882149,9963746,76828973,9311096,5701553
29565,355704,2809073,2288646,68337,694992,0,825936,0,132157,574879,0,1604724,47570,283077,0,1204,248050,0,59920,1674630,2708354,1168661,410846,950766,4736593,649246,15222669,3514727,886002,10013300,78196646,9416286,5572777
29539,362285,2801920,2244747,69700,700235,0,1126584,60,131374,580980,0,1663532,47200,281267,0,453,247681,0,61292,1683578,2643249,197017,80570,923766,4694761,650320,15054837,3518778,886428,10029294,76899530,9288339,5027362
29340,357530,2798921,2187957,68396,696129,0,850375,0,126796,569082,0,1641179,47593,288914,0,1229,246476,0,62880,1690089,2638638,714797,275388,3758309,4736231,642290,14904787,3474171,877163,9943860,77678308,9361342,5585860
29518,359608,2819608,2253214,69224,717062,1141,861324,0,128451,583493,0,1627392,46974,283757,30,570,243519,0,63941,1715226,2538096,179787,64452,817108,4782051,662929,15283128,3526060,875551,9899234,76487570,9236409,4913025
29337,381951,2855842,2320567,69432,717394,0,876878,30,133044,572027,0,1651961,46792,281381,0,509,235692,0,63752,1741768,2516210,170157,50787,697799,4754184,671643,15140643,3474252,881457,9972473,77794588,9347946,5644196
29466,374967,2805942,2288062,70569,715646,0,874148,0,126389,575702,0,1654565,47027,290569,0,900,248690,0,60692,1697402,2630907,177314,242292,3634118,4800580,664628,15148725,3500424,874948,9948771,77057095,9342765,4937313
29232,383736,2813952,2350678,71181,688168,0,860943,0,124245,625276,0,1627399,47489,287559,0,540,249581,0,62812,1715877,2641132,203952,82944,938518,4742068,648177,15135371,3528192,885025,9998726,78147406,9490478,6001467
